Date,Lake,TAG.NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site.Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On Time (s),Water Temp (C),Secchi (cm),Weather,Year
4/7/2019,N Twin ,16483,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,16403,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5617,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,12117,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,6366,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,6702,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5450,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,15233,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,14459,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5618,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,11965,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,11459,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5505,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,11401,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,6468,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5557,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,12986,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5453,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,12965,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,1778,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5024,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,14860,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,15276,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,5169,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/7/2019,N Twin ,1732,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11379,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16234,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11133,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11104,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11457,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11961,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6741,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15026,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14443,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,5200,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11903,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6227,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6364,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11366,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14495,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16297,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11456,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16281,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11495,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15210,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,5511,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11388,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6772,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15119,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11455,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16272,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16510,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14291,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16094,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11908,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15053,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14437,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16448,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,13937,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11494,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16042,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6435,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16042,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6435,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16581,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16427,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16021,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15156,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,6775,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16454,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,12941,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16224,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14841,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16982,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11397,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,16046,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,12966,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11479,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,12115,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11134,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15113,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14478,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,12672,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11428,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,14249,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,5621,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,11361,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/8/2019,N Twin ,15137,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,5451,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,1746,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,5193,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,15223,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,5168,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,11102,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,12640,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,13746,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16243,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,5569,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,12993,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16015,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,14474,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,12930,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16554,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16575,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,1654,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,11477,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,15334,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,12638,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,11139,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,11425,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16559,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,15354,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,21884,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,1656,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,15170,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16531,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,6749,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,5012,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,15075,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,12120,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,11430,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,6796,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,12675,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16535,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,21885,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,6747,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,11412,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,5575,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,6712,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,N Twin ,16201,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/9/2019,5 Island,23211,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23894,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,17174,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23665,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,16341,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,17176,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23662,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20731,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20599,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20588,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23697,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23548,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20223,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20605,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23783,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,2954,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,16337,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,21481,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,18619,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23566,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23648,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23654,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23644,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,4155,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,16387,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23660,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23643,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23874,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23702,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23617,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,21483,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23552,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23653,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23879,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23624,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,444,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,537,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23561,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23782,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23631,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,19953,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,459,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23768,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23876,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20578,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20728,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23778,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23899,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,20909,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,22539,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23691,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,21480,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23564,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,594,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,18608,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
4/27/2019,Center,23642,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/3/2019,S Twin,14609,,,,,,,Hart Farm ,,,,,,,,,,,2019
5/3/2019,S Twin,6177,,,,,,,Hart Farm ,,,,,,,,,,,2019
5/3/2019,S Twin,13558,,,,,,,Hart Farm ,,,,,,,,,,,2019
5/4/2019,S Twin,6177,,,,,,,Hart Farm ,,,,,,,,,,,2019
5/5/2019,S Twin,13558,,,,,,,Hart Farm ,,,,,,,,,,,2019
5/16/2019,N Twin ,16501,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,5748,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14894,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15008,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15067,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14497,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,13730,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,6721,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11342,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,12656,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11492,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16570,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,5518,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15287,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11330,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16467,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,21894,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14809,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16037,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11123,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,6629,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16212,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11305,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16557,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16284,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15306,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16471,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16087,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16607,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,4677,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15096,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,5559,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14879,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15393,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15326,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11436,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15298,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16546,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14725,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15068,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14289,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15219,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15292,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16075,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,6635,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15091,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16365,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16265,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,6724,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16487,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11354,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,1676,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,5439,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,14436,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,6708,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11307,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15240,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,1605,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,12940,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15324,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,16517,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15138,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11302,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,11310,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/16/2019,N Twin ,15263,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11326,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11389,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11453,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16543,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14297,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15255,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16912,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15299,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,5442,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16550,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14295,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16516,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,3517,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15015,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15142,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14252,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11365,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16511,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16100,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16569,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14267,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14890,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14260,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,16492,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,12652,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,12958,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15130,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14488,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15164,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,14269,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11496,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15023,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,5447,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15264,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,12610,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,12609,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,12850,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,6301,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,6732,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11175,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,11484,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,6764,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,6714,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
