Date,Lake,TAG.NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site.Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On Time (s),Water Temp (C),Secchi (cm),Weather,Year
5/17/2019,N Twin ,12651,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/17/2019,N Twin ,15249,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,18108,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,21969,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,18119,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,20811,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,21528,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,19382,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,20220,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
5/22/2019,5 Island,18247,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,29705,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,21053,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,19750,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,23811,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,21034,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,25003,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,25016,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,22412,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,26079,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,25006,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,26084,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,28001,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,29638,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,26048,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,22252,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,23853,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/5/2019,Silver,28741,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25981,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29819,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29499,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25815,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20995,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,27487,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29678,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25980,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21100,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20943,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21635,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23058,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,27490,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29607,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29631,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,27491,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21979,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29386,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25353,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20104,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,28901,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,22473,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,22416,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29610,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29811,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29709,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21039,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20932,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21079,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29395,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25802,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29322,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29378,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21070,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25617,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,22438,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,28904,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25823,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29711,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29815,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,26000,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29324,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21695,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,28903,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20107,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20829,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,19974,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29715,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29640,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21066,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,22454,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29613,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,28006,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29822,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29862,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25360,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21689,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29674,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23839,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23064,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29657,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29651,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29397,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29481,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23802,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23152,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29708,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21083,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29492,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23091,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29505,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29507,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21086,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29656,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,22476,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29511,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21037,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,22250,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29357,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,28925,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,21690,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23600,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29693,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25368,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,20119,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29510,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29688,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,28727,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29364,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29487,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25856,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,23834,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,27493,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,26072,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,29618,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
10/3/2019,Silver,25810,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20825,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20895,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29707,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29661,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29842,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,26061,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29670,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29390,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20125,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25962,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29673,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,26058,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21074,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25812,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25804,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25860,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20967,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29391,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21029,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20841,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25874,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29642,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21048,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21059,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23854,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21622,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,22012,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21041,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29813,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,26066,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25958,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23829,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21044,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25822,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20842,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,22469,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29491,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29696,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25819,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20537,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29854,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21986,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29379,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23601,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29614,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29839,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,24023,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29659,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21176,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21056,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29686,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21064,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23019,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29501,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21055,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29848,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29628,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29380,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20864,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25809,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,27478,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25965,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29681,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25811,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23044,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,28763,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29702,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23028,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,28005,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,28912,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,20927,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21698,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,19777,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,28918,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,27500,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21038,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,26081,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29804,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,26090,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,26073,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21051,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,19733,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29860,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,21035,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23598,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,23072,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29358,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,29616,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,19701,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/11/2019,Silver,25346,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29781,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26912,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22807,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28253,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27642,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28274,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,25486,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27754,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,6428,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29780,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,24555,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11272,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29793,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,24518,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,12236,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11385,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28853,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11270,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,6410,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22920,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28239,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11499,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22847,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27862,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28296,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22850,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26971,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26127,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22879,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22900,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22983,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27750,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28866,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,14492,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,5033,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26506,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27799,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29980,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26175,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,5428,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26161,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27294,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,6472,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11451,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26208,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27771,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28219,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26027,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27776,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28252,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22871,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,14454,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,15900,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,12280,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11331,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29983,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,15056,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,6360,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,16553,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28873,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,11332,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,5541,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27205,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27633,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28278,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,25458,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,15134,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,16675,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,14266,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27683,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27686,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,5007,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,14220,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29974,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27298,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28238,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27622,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27796,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22947,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27606,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,5029,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27664,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,29784,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,22820,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27229,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,16251,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,24551,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26206,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27651,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,27272,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,6411,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,28289,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
11/23/2019,N Twin,26203,,,,,,,Commercial Harvest,Seine,,,,,,,,,,2019
