Date,Lake,Run,On-Time (s),EnvTag,Species,TL mm,Weight g
5/24/2018,Blue,3,1404,8403,COC,450,
5/24/2018,Blue,3,1404,8404,COC,606,
5/24/2018,Blue,3,1404,8405,COC,486,
5/24/2018,Blue,3,1404,8406,COC,380,
5/24/2018,Blue,3,1404,8407,COC,390,
5/24/2018,Blue,3,1404,8408,COC,374,
5/24/2018,Blue,3,1404,8409,COC,386,
5/24/2018,Blue,3,1404,8410,COC,396,
5/24/2018,Blue,3,1404,8411,COC,516,
5/24/2018,Blue,3,1404,8412,COC,386,
5/24/2018,Blue,3,1404,8413,COC,388,
5/24/2018,Blue,3,1404,8414,COC,360,
5/24/2018,Blue,3,1404,8415,COC,370,
5/24/2018,Blue,3,1404,8416,COC,362,
5/24/2018,Blue,3,1404,8418,COC,364,
5/24/2018,Blue,3,1404,8419,COC,622,
5/24/2018,Blue,3,1404,8420,COC,348,
5/24/2018,Blue,3,1404,8421,COC,394,
5/24/2018,Blue,3,1404,8422,COC,400,
5/24/2018,Blue,3,1404,8423,COC,360,
5/24/2018,Blue,3,1404,8424,COC,380,
5/24/2018,Blue,3,1404,8425,COC,384,
5/24/2018,Blue,3,1404,8426,COC,388,
5/24/2018,Blue,3,1404,8427,COC,522,
5/24/2018,Blue,3,1404,8428,COC,388,
5/24/2018,Blue,3,1404,8429,COC,380,
5/24/2018,Blue,3,1404,8430,COC,326,
5/24/2018,Blue,3,1404,8431,COC,460,
5/24/2018,Blue,3,1404,8432,COC,594,
5/24/2018,Blue,3,1404,8433,COC,500,
5/24/2018,Blue,3,1404,8434,COC,480,
5/24/2018,Blue,3,1404,8435,COC,406,
5/24/2018,Blue,3,1404,8436,COC,390,
5/24/2018,Blue,3,1404,8437,COC,472,
5/24/2018,Blue,3,1404,8438,COC,550,
5/24/2018,Blue,3,1404,8439,COC,450,
5/24/2018,Blue,3,1404,8440,COC,514,
5/24/2018,Blue,3,1404,8441,COC,362,
5/24/2018,Blue,3,1404,8442,COC,410,
5/24/2018,Blue,3,1404,8443,COC,390,
5/24/2018,Blue,3,1404,8444,COC,502,
5/24/2018,Blue,3,1404,8445,COC,564,
5/24/2018,Blue,3,1404,8446,COC,380,
5/24/2018,Blue,3,1404,8447,COC,440,
5/24/2018,Blue,3,1404,8448,COC,388,
5/24/2018,Blue,3,1404,8449,COC,360,
5/24/2018,Blue,3,1404,8450,COC,392,
5/24/2018,Blue,3,1404,8451,COC,394,
5/24/2018,Blue,3,1404,8452,COC,372,
5/24/2018,Blue,3,1404,8453,COC,310,
5/24/2018,Blue,3,1404,8454,COC,360,
5/24/2018,Blue,3,1404,8455,COC,426,
5/24/2018,Blue,3,1404,8456,COC,480,
5/24/2018,Blue,3,1404,8457,COC,358,
5/24/2018,Blue,3,1404,8458,COC,356,
5/24/2018,Blue,3,1404,8459,COC,354,
5/24/2018,Blue,3,1404,8460,COC,418,
5/24/2018,Blue,3,1404,8461,COC,602,
5/24/2018,Blue,3,1404,8462,COC,376,
5/24/2018,Blue,3,1404,8463,COC,380,
5/24/2018,Blue,3,1404,8464,COC,400,
5/24/2018,Blue,3,1404,8465,COC,382,
5/24/2018,Blue,3,1404,8466,COC,320,
5/24/2018,Blue,3,1404,8467,COC,360,
5/24/2018,Blue,3,1404,8468,COC,380,
5/24/2018,Blue,3,1404,8469,COC,420,
5/24/2018,Blue,3,1404,8470,COC,358,
5/24/2018,Blue,3,1404,9595,COC,366,
5/24/2018,Blue,3,1404,9685,COC,386,
5/24/2018,Blue,3,1404,10048,COC,490,
5/24/2018,Blue,3,1404,10462,COC,354,
5/24/2018,Blue,3,1404,18999,COC,344,
5/24/2018,Blue,3,1404,,COC,350,
5/25/2018,Blue,1,3213,49,COC,340,
5/25/2018,Blue,1,3213,7540,COC,410,
5/25/2018,Blue,1,3213,7688,COC,370,
5/25/2018,Blue,1,3213,7924,COC,476,
5/25/2018,Blue,1,3213,8012,COC,348,
5/25/2018,Blue,1,3213,8127,COC,372,
5/25/2018,Blue,1,3213,8471,COC,350,
5/25/2018,Blue,1,3213,8472,COC,370,
5/25/2018,Blue,1,3213,8473,COC,378,
5/25/2018,Blue,1,3213,8474,COC,382,
5/25/2018,Blue,1,3213,8475,COC,362,
5/25/2018,Blue,1,3213,8476,COC,374,
5/25/2018,Blue,1,3213,8477,COC,360,
5/25/2018,Blue,1,3213,8478,COC,358,
5/25/2018,Blue,1,3213,8479,COC,386,
5/25/2018,Blue,1,3213,8480,COC,484,
5/25/2018,Blue,1,3213,8481,COC,362,
5/25/2018,Blue,1,3213,8482,COC,434,
5/25/2018,Blue,1,3213,8483,COC,506,
5/25/2018,Blue,1,3213,8484,COC,534,
5/25/2018,Blue,1,3213,8485,COC,408,
5/25/2018,Blue,1,3213,8486,COC,392,
5/25/2018,Blue,1,3213,8487,COC,400,
5/25/2018,Blue,1,3213,8488,COC,364,
5/25/2018,Blue,1,3213,8489,COC,368,
5/25/2018,Blue,1,3213,8490,COC,384,
5/25/2018,Blue,1,3213,8491,COC,358,
5/25/2018,Blue,1,3213,8492,COC,408,
5/25/2018,Blue,1,3213,8493,COC,384,
5/25/2018,Blue,1,3213,8494,COC,370,
5/25/2018,Blue,1,3213,8495,COC,394,
5/25/2018,Blue,1,3213,8496,COC,460,
5/25/2018,Blue,1,3213,8497,COC,382,
5/25/2018,Blue,1,3213,8498,COC,400,
5/25/2018,Blue,1,3213,8499,COC,394,
5/25/2018,Blue,1,3213,8500,COC,370,
5/25/2018,Blue,1,3213,9808,COC,388,
5/25/2018,Blue,1,3213,9932,COC,464,
5/25/2018,Blue,1,3213,10198,COC,390,
5/25/2018,Blue,1,3213,10706,COC,546,
5/25/2018,Blue,1,3213,10857,COC,352,
5/25/2018,Blue,1,3213,16774,COC,376,
5/25/2018,Blue,1,3213,17041,COC,386,
5/25/2018,Blue,1,3213,17613,COC,362,
5/25/2018,Blue,1,3213,17745,COC,420,
5/25/2018,Blue,1,3213,17906,COC,360,
5/25/2018,Blue,1,3213,18701,COC,374,
5/25/2018,Blue,1,3213,18702,COC,560,
5/25/2018,Blue,1,3213,18703,COC,362,
5/25/2018,Blue,1,3213,18704,COC,356,
5/25/2018,Blue,1,3213,18705,COC,406,
5/25/2018,Blue,1,3213,18706,COC,370,
5/25/2018,Blue,1,3213,18707,COC,332,
5/25/2018,Blue,1,3213,18708,COC,384,
5/25/2018,Blue,1,3213,18709,COC,360,
5/25/2018,Blue,1,3213,18710,COC,456,
5/25/2018,Blue,1,3213,18711,COC,568,
5/25/2018,Blue,1,3213,18712,COC,352,
5/25/2018,Blue,1,3213,18713,COC,378,
5/25/2018,Blue,1,3213,18714,COC,372,
5/25/2018,Blue,1,3213,18715,COC,512,
5/25/2018,Blue,1,3213,18716,COC,478,
5/25/2018,Blue,1,3213,18717,COC,366,
5/25/2018,Blue,1,3213,18718,COC,378,
5/25/2018,Blue,1,3213,18719,COC,324,
5/25/2018,Blue,1,3213,18720,COC,444,
5/25/2018,Blue,1,3213,18721,COC,534,
5/25/2018,Blue,1,3213,18722,COC,378,
5/25/2018,Blue,1,3213,18723,COC,390,
5/25/2018,Blue,1,3213,18725,COC,338,
5/25/2018,Blue,1,3213,18726,COC,360,
5/25/2018,Blue,1,3213,18727,COC,526,
5/25/2018,Blue,1,3213,18728,COC,498,
5/25/2018,Blue,1,3213,18729,COC,352,
5/25/2018,Blue,1,3213,18730,COC,380,
5/25/2018,Blue,1,3213,18731,COC,392,
5/25/2018,Blue,1,3213,18732,COC,590,
5/25/2018,Blue,1,3213,18733,COC,364,
5/25/2018,Blue,1,3213,18734,COC,378,
5/25/2018,Blue,1,3213,18735,COC,356,
5/25/2018,Blue,1,3213,18736,COC,396,
5/25/2018,Blue,1,3213,18737,COC,396,
5/25/2018,Blue,1,3213,18738,COC,346,
5/25/2018,Blue,1,3213,18739,COC,348,
5/25/2018,Blue,1,3213,18740,COC,362,
5/25/2018,Blue,1,3213,18741,COC,398,
5/25/2018,Blue,1,3213,18742,COC,380,
5/25/2018,Blue,1,3213,18743,COC,382,
5/25/2018,Blue,1,3213,18744,COC,392,
5/25/2018,Blue,1,3213,18745,COC,452,
5/25/2018,Blue,1,3213,18746,COC,398,
5/25/2018,Blue,1,3213,18747,COC,450,
5/25/2018,Blue,1,3213,18748,COC,406,
5/25/2018,Blue,1,3213,18749,COC,366,
5/25/2018,Blue,1,3213,18750,COC,382,
5/25/2018,Blue,1,3213,18751,COC,394,
5/25/2018,Blue,1,3213,18752,COC,382,
5/25/2018,Blue,1,3213,18753,COC,354,
5/25/2018,Blue,1,3213,18754,COC,380,
5/25/2018,Blue,1,3213,18755,COC,390,
5/25/2018,Blue,1,3213,18756,COC,390,
5/25/2018,Blue,1,3213,18757,COC,386,
5/25/2018,Blue,1,3213,18758,COC,350,
5/25/2018,Blue,1,3213,18759,COC,372,
5/25/2018,Blue,1,3213,18760,COC,508,
5/25/2018,Blue,1,3213,18761,COC,424,
5/25/2018,Blue,1,3213,18762,COC,382,
5/25/2018,Blue,1,3213,18763,COC,354,
5/25/2018,Blue,1,3213,18764,COC,370,
5/25/2018,Blue,1,3213,18765,COC,450,
5/25/2018,Blue,1,3213,18766,COC,340,
5/25/2018,Blue,1,3213,18767,COC,512,
5/25/2018,Blue,1,3213,18768,COC,338,
5/25/2018,Blue,1,3213,18769,COC,360,
5/25/2018,Blue,1,3213,18770,COC,372,
5/25/2018,Blue,1,3213,18771,COC,384,
5/25/2018,Blue,1,3213,18772,COC,380,
5/25/2018,Blue,1,3213,18773,COC,578,
5/25/2018,Blue,1,3213,18774,COC,370,
5/25/2018,Blue,1,3213,18775,COC,388,
5/25/2018,Blue,1,3213,18776,COC,356,
5/25/2018,Blue,1,3213,18777,COC,370,
5/25/2018,Blue,1,3213,18778,COC,536,
5/25/2018,Blue,1,3213,18779,COC,372,
5/25/2018,Blue,1,3213,18780,COC,356,
5/25/2018,Blue,1,3213,18781,COC,496,
5/25/2018,Blue,1,3213,18782,COC,398,
5/25/2018,Blue,1,3213,18783,COC,368,
5/25/2018,Blue,1,3213,18784,COC,358,
5/25/2018,Blue,1,3213,18785,COC,382,
5/25/2018,Blue,1,3213,18786,COC,424,
5/25/2018,Blue,1,3213,18787,COC,502,
5/25/2018,Blue,1,3213,18788,COC,372,
5/25/2018,Blue,1,3213,18789,COC,550,
5/25/2018,Blue,1,3213,18790,COC,374,
5/25/2018,Blue,1,3213,18791,COC,588,
5/25/2018,Blue,1,3213,18792,COC,382,
5/25/2018,Blue,1,3213,18793,COC,554,
5/25/2018,Blue,1,3213,18794,COC,360,
5/25/2018,Blue,1,3213,18795,COC,536,
5/25/2018,Blue,1,3213,18796,COC,356,
5/25/2018,Blue,1,3213,18797,COC,516,
5/25/2018,Blue,1,3213,18798,COC,428,
5/25/2018,Blue,1,3213,18799,COC,370,
5/25/2018,Blue,1,3213,18800,COC,420,
5/25/2018,Blue,1,3213,18801,COC,410,
5/25/2018,Blue,1,3213,18802,COC,452,
5/25/2018,Blue,1,3213,18803,COC,502,
5/25/2018,Blue,1,3213,18804,COC,404,
5/25/2018,Blue,1,3213,18805,COC,352,
5/25/2018,Blue,1,3213,18806,COC,398,
5/25/2018,Blue,1,3213,18807,COC,400,
5/25/2018,Blue,1,3213,18808,COC,538,
5/25/2018,Blue,1,3213,18809,COC,372,
5/25/2018,Blue,1,3213,18810,COC,382,
5/25/2018,Blue,1,3213,18811,COC,366,
5/25/2018,Blue,1,3213,18812,COC,384,
5/25/2018,Blue,1,3213,18813,COC,360,
5/25/2018,Blue,1,3213,18814,COC,350,
5/25/2018,Blue,1,3213,18815,COC,410,
5/25/2018,Blue,1,3213,18816,COC,360,
5/25/2018,Blue,1,3213,18817,COC,352,
5/25/2018,Blue,1,3213,18818,COC,346,
5/25/2018,Blue,1,3213,18819,COC,528,
5/25/2018,Blue,1,3213,18820,COC,450,
5/25/2018,Blue,1,3213,18821,COC,370,
5/25/2018,Blue,1,3213,18822,COC,354,
5/25/2018,Blue,1,3213,18823,COC,382,
5/25/2018,Blue,1,3213,18824,COC,422,
5/25/2018,Blue,1,3213,18825,COC,498,
5/25/2018,Blue,1,3213,18826,COC,380,
5/25/2018,Blue,1,3213,18827,COC,490,
5/25/2018,Blue,1,3213,18828,COC,388,
5/25/2018,Blue,1,3213,18829,COC,366,
5/25/2018,Blue,1,3213,18830,COC,364,
5/25/2018,Blue,1,3213,18831,COC,366,
5/25/2018,Blue,1,3213,18832,COC,368,
5/25/2018,Blue,1,3213,18833,COC,418,
5/25/2018,Blue,1,3213,18834,COC,370,
5/25/2018,Blue,1,3213,18835,COC,474,
5/25/2018,Blue,1,3213,18836,COC,430,
5/25/2018,Blue,1,3213,18837,COC,366,
5/25/2018,Blue,1,3213,18838,COC,380,
5/25/2018,Blue,1,3213,18839,COC,364,
5/25/2018,Blue,1,3213,18840,COC,350,
5/25/2018,Blue,1,3213,18841,COC,372,
5/25/2018,Blue,1,3213,18842,COC,370,
5/25/2018,Blue,1,3213,18843,COC,350,
5/25/2018,Blue,1,3213,18844,COC,350,
5/25/2018,Blue,1,3213,18845,COC,384,
5/25/2018,Blue,1,3213,18846,COC,362,
5/25/2018,Blue,1,3213,18847,COC,364,
5/25/2018,Blue,1,3213,18848,COC,452,
5/25/2018,Blue,1,3213,18849,COC,358,
5/25/2018,Blue,1,3213,18850,COC,540,
5/25/2018,Blue,1,3213,18851,COC,360,
5/25/2018,Blue,1,3213,18852,COC,360,
5/25/2018,Blue,1,3213,18853,COC,470,
5/25/2018,Blue,1,3213,18854,COC,340,
5/25/2018,Blue,1,3213,18855,COC,478,
5/25/2018,Blue,1,3213,18856,COC,392,
5/25/2018,Blue,1,3213,18857,COC,388,
5/25/2018,Blue,1,3213,18858,COC,402,
5/25/2018,Blue,1,3213,18859,COC,362,
5/25/2018,Blue,1,3213,18860,COC,438,
5/25/2018,Blue,1,3213,18861,COC,348,
5/25/2018,Blue,1,3213,18862,COC,520,
5/25/2018,Blue,1,3213,18863,COC,438,
5/25/2018,Blue,1,3213,18864,COC,364,
5/25/2018,Blue,1,3213,18865,COC,366,
5/25/2018,Blue,1,3213,18866,COC,346,
5/25/2018,Blue,1,3213,18867,COC,358,
5/25/2018,Blue,1,3213,18868,COC,368,
5/25/2018,Blue,1,3213,18869,COC,374,
5/25/2018,Blue,1,3213,18870,COC,404,
5/25/2018,Blue,1,3213,18871,COC,390,
5/25/2018,Blue,1,3213,18872,COC,366,
5/25/2018,Blue,1,3213,18873,COC,538,
5/25/2018,Blue,1,3213,18874,COC,524,
5/25/2018,Blue,1,3213,18875,COC,380,
5/25/2018,Blue,1,3213,18876,COC,382,
5/25/2018,Blue,1,3213,18877,COC,446,
5/29/2018,Blue,1,2581,283,COC,384,
5/29/2018,Blue,1,2581,362,COC,396,
5/29/2018,Blue,1,2581,7673,COC,510,
5/29/2018,Blue,1,2581,7837,COC,448,
5/29/2018,Blue,1,2581,7984,COC,414,
5/29/2018,Blue,1,2581,8501,COC,374,
5/29/2018,Blue,1,2581,8502,COC,390,
5/29/2018,Blue,1,2581,8503,COC,410,
5/29/2018,Blue,1,2581,8504,COC,354,
5/29/2018,Blue,1,2581,8505,COC,354,
5/29/2018,Blue,1,2581,8506,COC,364,
5/29/2018,Blue,1,2581,8507,COC,402,
5/29/2018,Blue,1,2581,8508,COC,368,
5/29/2018,Blue,1,2581,8509,COC,400,
5/29/2018,Blue,1,2581,8510,COC,380,
5/29/2018,Blue,1,2581,8511,COC,396,
5/29/2018,Blue,1,2581,8512,COC,390,
5/29/2018,Blue,1,2581,8513,COC,370,
5/29/2018,Blue,1,2581,8514,COC,344,
5/29/2018,Blue,1,2581,8515,COC,360,
5/29/2018,Blue,1,2581,8516,COC,370,
5/29/2018,Blue,1,2581,8517,COC,432,
5/29/2018,Blue,1,2581,8518,COC,380,
5/29/2018,Blue,1,2581,8519,COC,370,
5/29/2018,Blue,1,2581,8520,COC,342,
5/29/2018,Blue,1,2581,8521,COC,384,
5/29/2018,Blue,1,2581,8522,COC,370,
5/29/2018,Blue,1,2581,8523,COC,372,
5/29/2018,Blue,1,2581,8524,COC,376,
5/29/2018,Blue,1,2581,8525,COC,400,
5/29/2018,Blue,1,2581,8526,COC,376,
5/29/2018,Blue,1,2581,8527,COC,346,
5/29/2018,Blue,1,2581,8528,COC,384,
5/29/2018,Blue,1,2581,8529,COC,368,
5/29/2018,Blue,1,2581,8530,COC,386,
5/29/2018,Blue,1,2581,8531,COC,376,
5/29/2018,Blue,1,2581,8532,COC,362,
5/29/2018,Blue,1,2581,8533,COC,334,
5/29/2018,Blue,1,2581,8534,COC,382,
5/29/2018,Blue,1,2581,8535,COC,362,
5/29/2018,Blue,1,2581,8536,COC,356,
5/29/2018,Blue,1,2581,8537,COC,354,
5/29/2018,Blue,1,2581,8538,COC,380,
5/29/2018,Blue,1,2581,8539,COC,382,
5/29/2018,Blue,1,2581,8540,COC,402,
5/29/2018,Blue,1,2581,8541,COC,406,
5/29/2018,Blue,1,2581,8542,COC,400,
5/29/2018,Blue,1,2581,8543,COC,394,
5/29/2018,Blue,1,2581,8544,COC,384,
5/29/2018,Blue,1,2581,8545,COC,368,
5/29/2018,Blue,1,2581,8546,COC,354,
5/29/2018,Blue,1,2581,8547,COC,402,
5/29/2018,Blue,1,2581,8548,COC,374,
5/29/2018,Blue,1,2581,8549,COC,424,
5/29/2018,Blue,1,2581,8550,COC,354,
5/29/2018,Blue,1,2581,8551,COC,332,
5/29/2018,Blue,1,2581,8552,COC,480,
5/29/2018,Blue,1,2581,8553,COC,356,
5/29/2018,Blue,1,2581,8554,COC,372,
5/29/2018,Blue,1,2581,8555,COC,348,
5/29/2018,Blue,1,2581,8556,COC,368,
5/29/2018,Blue,1,2581,8557,COC,362,
5/29/2018,Blue,1,2581,8558,COC,362,
5/29/2018,Blue,1,2581,8559,COC,370,
5/29/2018,Blue,1,2581,8560,COC,414,
5/29/2018,Blue,1,2581,8561,COC,368,
5/29/2018,Blue,1,2581,8562,COC,370,
5/29/2018,Blue,1,2581,8563,COC,342,
5/29/2018,Blue,1,2581,8564,COC,360,
5/29/2018,Blue,1,2581,8565,COC,368,
5/29/2018,Blue,1,2581,8566,COC,370,
5/29/2018,Blue,1,2581,8567,COC,380,
5/29/2018,Blue,1,2581,8568,COC,356,
5/29/2018,Blue,1,2581,8569,COC,384,
5/29/2018,Blue,1,2581,8570,COC,366,
5/29/2018,Blue,1,2581,8571,COC,394,
5/29/2018,Blue,1,2581,8572,COC,364,
5/29/2018,Blue,1,2581,8573,COC,364,
5/29/2018,Blue,1,2581,8574,COC,400,
5/29/2018,Blue,1,2581,8575,COC,348,
5/29/2018,Blue,1,2581,8576,COC,352,
5/29/2018,Blue,1,2581,8577,COC,376,
5/29/2018,Blue,1,2581,8578,COC,370,
5/29/2018,Blue,1,2581,8579,COC,362,
5/29/2018,Blue,1,2581,8580,COC,412,
5/29/2018,Blue,1,2581,8581,COC,394,
5/29/2018,Blue,1,2581,8582,COC,356,
5/29/2018,Blue,1,2581,8583,COC,348,
5/29/2018,Blue,1,2581,8584,COC,348,
5/29/2018,Blue,1,2581,8585,COC,384,
5/29/2018,Blue,1,2581,8586,COC,338,
5/29/2018,Blue,1,2581,8587,COC,514,
5/29/2018,Blue,1,2581,8588,COC,554,
5/29/2018,Blue,1,2581,8589,COC,340,
5/29/2018,Blue,1,2581,8590,COC,380,
5/29/2018,Blue,1,2581,8591,COC,380,
5/29/2018,Blue,1,2581,8592,COC,360,
5/29/2018,Blue,1,2581,8593,COC,360,
5/29/2018,Blue,1,2581,8594,COC,396,
5/29/2018,Blue,1,2581,8595,COC,366,
5/29/2018,Blue,1,2581,8596,COC,398,
5/29/2018,Blue,1,2581,8597,COC,360,
5/29/2018,Blue,1,2581,8598,COC,334,
5/29/2018,Blue,1,2581,8599,COC,396,
5/29/2018,Blue,1,2581,8600,COC,388,
5/29/2018,Blue,1,2581,8601,COC,406,
5/29/2018,Blue,1,2581,8602,COC,410,
5/29/2018,Blue,1,2581,8603,COC,474,
5/29/2018,Blue,1,2581,8604,COC,364,
5/29/2018,Blue,1,2581,8605,COC,404,
5/29/2018,Blue,1,2581,8606,COC,380,
5/29/2018,Blue,1,2581,8607,COC,364,
5/29/2018,Blue,1,2581,8608,COC,556,
5/29/2018,Blue,1,2581,8609,COC,356,
5/29/2018,Blue,1,2581,8610,COC,366,
5/29/2018,Blue,1,2581,10234,COC,402,
5/29/2018,Blue,1,2581,10711,COC,566,
5/29/2018,Blue,1,2581,17019,COC,384,
5/29/2018,Blue,1,2581,18816,COC,364,
5/29/2018,Blue,1,2581,18878,COC,372,
5/29/2018,Blue,1,2581,18879,COC,374,
5/29/2018,Blue,1,2581,18880,COC,390,
5/29/2018,Blue,1,2581,18881,COC,370,
5/29/2018,Blue,1,2581,18882,COC,444,
5/29/2018,Blue,1,2581,18883,COC,382,
5/29/2018,Blue,1,2581,18884,COC,356,
5/29/2018,Blue,1,2581,18885,COC,394,
5/29/2018,Blue,1,2581,18886,COC,358,
5/29/2018,Blue,1,2581,18887,COC,346,
5/29/2018,Blue,1,2581,18888,COC,378,
5/29/2018,Blue,1,2581,18889,COC,392,
5/29/2018,Blue,1,2581,18890,COC,354,
5/29/2018,Blue,1,2581,18891,COC,374,
5/29/2018,Blue,1,2581,18892,COC,366,
5/29/2018,Blue,1,2581,18893,COC,386,
5/29/2018,Blue,1,2581,18894,COC,350,
5/29/2018,Blue,1,2581,18895,COC,360,
5/29/2018,Blue,1,2581,18896,COC,410,
5/29/2018,Blue,1,2581,18897,COC,320,
5/29/2018,Blue,1,2581,18898,COC,364,
5/29/2018,Blue,1,2581,18899,COC,382,
5/29/2018,Blue,1,2581,18900,COC,376,
5/30/2018,Blue,1,1822,8611,COC,446,
5/30/2018,Blue,1,1822,8612,COC,402,
5/30/2018,Blue,1,1822,8613,COC,382,
5/30/2018,Blue,1,1822,8614,COC,342,
5/30/2018,Blue,1,1822,8615,COC,412,
5/30/2018,Blue,1,1822,8616,COC,336,
5/30/2018,Blue,1,1822,8617,COC,382,
5/30/2018,Blue,1,1822,8618,COC,342,
5/30/2018,Blue,1,1822,8619,COC,400,
5/30/2018,Blue,1,1822,8620,COC,364,
5/30/2018,Blue,1,1822,8621,COC,416,
5/30/2018,Blue,1,1822,8622,COC,456,
5/30/2018,Blue,1,1822,8623,COC,530,
5/30/2018,Blue,1,1822,8624,COC,478,
5/30/2018,Blue,1,1822,8625,COC,392,
5/30/2018,Blue,1,1822,8626,COC,458,
5/30/2018,Blue,1,1822,8627,COC,376,
5/30/2018,Blue,1,1822,8628,COC,390,
5/30/2018,Blue,1,1822,8629,COC,476,
5/30/2018,Blue,1,1822,8630,COC,364,
5/30/2018,Blue,1,1822,8631,COC,488,
5/30/2018,Blue,1,1822,8632,COC,504,
5/30/2018,Blue,1,1822,8633,COC,526,
5/30/2018,Blue,1,1822,8634,COC,370,
5/30/2018,Blue,1,1822,8635,COC,530,
5/30/2018,Blue,1,1822,8636,COC,414,
5/30/2018,Blue,1,1822,8637,COC,384,
5/30/2018,Blue,1,1822,8638,COC,404,
5/30/2018,Blue,1,1822,8639,COC,372,
5/30/2018,Blue,1,1822,8640,COC,374,
5/30/2018,Blue,1,1822,8641,COC,438,
5/30/2018,Blue,1,1822,8642,COC,392,
5/30/2018,Blue,1,1822,8643,COC,454,
5/30/2018,Blue,1,1822,8644,COC,330,
5/30/2018,Blue,1,1822,8645,COC,440,
5/30/2018,Blue,1,1822,8646,COC,348,
5/30/2018,Blue,1,1822,8647,COC,392,
5/30/2018,Blue,1,1822,8648,COC,352,
5/30/2018,Blue,1,1822,8649,COC,358,
5/30/2018,Blue,1,1822,8650,COC,350,
5/30/2018,Blue,1,1822,8651,COC,370,
5/30/2018,Blue,1,1822,8652,COC,630,
5/30/2018,Blue,1,1822,8653,COC,430,
5/30/2018,Blue,1,1822,8654,COC,370,
5/30/2018,Blue,1,1822,8655,COC,464,
5/30/2018,Blue,1,1822,8656,COC,570,
5/30/2018,Blue,1,1822,8657,COC,392,
5/30/2018,Blue,1,1822,8658,COC,412,
5/30/2018,Blue,1,1822,8659,COC,352,
5/30/2018,Blue,1,1822,8660,COC,406,
5/30/2018,Blue,1,1822,8661,COC,368,
5/30/2018,Blue,1,1822,8662,COC,406,
5/30/2018,Blue,1,1822,8663,COC,554,
5/30/2018,Blue,1,1822,8664,COC,524,
5/30/2018,Blue,1,1822,8665,COC,544,
5/30/2018,Blue,1,1822,8666,COC,380,
5/30/2018,Blue,1,1822,8667,COC,374,
5/30/2018,Blue,1,1822,8668,COC,386,
5/30/2018,Blue,1,1822,8669,COC,366,
5/30/2018,Blue,1,1822,8670,COC,444,
5/30/2018,Blue,1,1822,8671,COC,566,
5/30/2018,Blue,1,1822,8672,COC,364,
5/30/2018,Blue,1,1822,8673,COC,366,
5/30/2018,Blue,1,1822,10028,COC,516,
5/30/2018,Blue,1,1822,17100,COC,474,
5/30/2018,Blue,1,1822,17760,COC,378,
5/30/2018,Blue,2,3670,414,COC,416,
5/30/2018,Blue,2,3670,8674,COC,380,
5/30/2018,Blue,2,3670,8675,COC,398,
5/30/2018,Blue,2,3670,8676,COC,376,
