Lake,Date,Species,Tag Number,Length (inches),Recap,shock time (minutes),Comments,H2O temp,conductivity,Gear,Secchi
S Twin,7/28/2017,COC,5250,15.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5248,15.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5247,14.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5246,14.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5244,12.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5242,14.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5241,15.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5249,16.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5243,13.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5245,17.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5251,15.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5256,16.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5252,14.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5254,17.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5255,16.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5253,13.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5257,14.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5258,14.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5261,15.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5262,12.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5259,15.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5260,16.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5264,14.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5263,14.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5265,15.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5266,16.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5273,14.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5275,16.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5274,14.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5272,13.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5271,17.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5270,13.3,,30,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5267,13.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5269,13.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5268,15.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5281,14.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5276,14.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5277,13.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5283,14.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5282,13.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5280,13.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5276,19.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5300,16.8,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5298,16.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5292,14.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5297,14.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5299,15.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5293,13.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5294,12.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5295,13.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5296,14.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5291,12.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5289,14.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5290,15.3,,30,,78,440,electrofishing,"11"""
N Twin,7/19/2017,BIB,5191,27.9,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5200,28.2,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5192,30.3,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5198,31.5,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5196,27.8,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5194,28.8,,15,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5195,17.4,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5197,19.4,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5187,22.8,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5199,19.3,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5193,24.2,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,1765,28.6,R,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5188,18.9,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5190,18.2,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5189,23.4,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5186,27.6,,30,,83,430,electrofishing,
N Twin,7/19/2017,COC,5176,24.8,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5178,28.9,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5179,26.1,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5177,19.2,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,1712,20.1,R,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5182,16.4,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5181,21.0,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5180,22.4,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5183,13.9,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5184,18.2,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,1672,20.2,R,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5185,16.0,,,,83,430,electrofishing,
N Twin,7/19/2017,COC,5165,18.3,,23,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5163,21.9,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5169,28.4,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5168,27.9,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5167,29.0,,,,83,430,electrofishing,
N Twin,7/19/2017,BIB,5166,22.8,,17,,83,430,electrofishing,
S Twin,6/22/2017,BIB,1372,16.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1373,20.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,BIB,1374,14.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1375,13.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1377,11.3,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1378,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1380,16.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1381,16.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1382,16.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1379,18.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1383,14.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1385,13.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1390,16.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1387,15.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1388,15.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1386,15.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1391,18.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1394,15.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1389,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1392,17.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1384,16.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1393,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1395,23.0,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1400,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1396,18.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1399,16.8,,15,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1398,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1397,19.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1456,13.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1455,16.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1452,17.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1454,17.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1453,17.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1457,14.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1451,15.0,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1463,17.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1462,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1460,15.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1461,15.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1458,15.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1467,14.2,,15,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1475,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1472,14.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1464,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1471,14.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1473,14.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1466,13.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1459,17.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1474,15.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1470,17.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1468,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1465,15.3,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1469,19.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1402,13.4,,,no pelvic fins,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1403,14.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1405,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1404,18.3,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1406,14.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1401,20.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1411,14.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1414,19.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1412,15.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1415,15.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1407,23.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1408,15.0,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1410,14.7,,,no right pelvic fin,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1409,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1413,12.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1425,14.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1424,14.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1417,13.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1423,16.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1419,14.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1420,14.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1421,13.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1416,15.0,,15,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1422,15.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1438,15.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1436,15.5,,,gimpy left pectoral,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1418,15.1,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1431,14.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1441,16.0,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1440,16.3,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1430,14.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1426,13.0,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1429,14.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1434,13.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1439,13.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1433,15.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1435,15.0,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1427,15.7,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1428,15.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1432,12.9,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1437,13.2,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1442,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1446,16.3,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1450,14.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1445,15.4,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1447,13.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1448,14.7,,,missing left pelvic fin,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1444,14.6,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1449,19.8,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1443,15.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1506,15.5,,,,73,420,electrofishing,"6"""
S Twin,6/22/2017,COC,1504,15.7,,15,,73,420,electrofishing,"6"""
N Twin,8/9/2017,BIB,5284,27.2,,,,75,410,electrofishing,"18"""
N Twin,8/9/2017,COC,5285,25.2,,15,,75,410,electrofishing,"18"""
S Twin,6/26/2017,BIB,1518,20.5,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1525,19.3,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1524,17.2,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1523,17.4,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1521,17.1,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1520,19.8,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1522,17.3,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1519,18.3,,25,,,,electrofishing,
S Twin,6/26/2017,COC,1507,11.9,,,,,,electrofishing,
S Twin,6/26/2017,COC,1509,17.9,,,,,,electrofishing,
S Twin,6/26/2017,COC,1508,14.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1514,17.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1510,16.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1516,14.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1511,14.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1515,14.7,,,,,,electrofishing,
S Twin,6/26/2017,COC,1512,15.6,,,,,,electrofishing,
S Twin,6/26/2017,COC,1513,23.6,,,,,,electrofishing,
S Twin,6/26/2017,COC,1517,21.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1527,19.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1526,15.0,,20,,,,electrofishing,
S Twin,6/26/2017,COC,1549,25.8,,,,,,electrofishing,
S Twin,6/26/2017,COC,1547,20.8,,,,,,electrofishing,
S Twin,6/26/2017,COC,1543,27.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1550,14.1,,,,,,electrofishing,
S Twin,6/26/2017,COC,1546,18.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1544,19.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1545,18.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1540,19.8,,,,,,electrofishing,
S Twin,6/26/2017,COC,1538,14.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1539,14.8,,,,,,electrofishing,
S Twin,6/26/2017,COC,1537,14.6,,,,,,electrofishing,
S Twin,6/26/2017,COC,1536,19.4,,,,,,electrofishing,
S Twin,6/26/2017,COC,1541,15.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1542,15.0,,20,,,,electrofishing,
S Twin,6/26/2017,COC,1533,14.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1529,14.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1528,17.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1530,16.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1531,15.6,,,,,,electrofishing,
S Twin,6/26/2017,COC,1534,15.8,,,,,,electrofishing,
S Twin,6/26/2017,COC,1556,14.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1535,15.9,,,,,,electrofishing,
S Twin,6/26/2017,COC,1554,15.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1552,16.3,,,disregard fish: tag shed and found in boat tank,,,electrofishing,
S Twin,6/26/2017,COC,1553,15.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1559,16.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1558,15.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1557,15.7,,,,,,electrofishing,
S Twin,6/26/2017,COC,1555,13.6,,,,,,electrofishing,
S Twin,6/26/2017,COC,1551,14.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1561,14.4,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1560,16.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1562,15.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1564,18.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1563,15.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1565,16.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1566,15.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1567,15.4,,,,,,electrofishing,
S Twin,6/26/2017,COC,1568,15.7,,,,,,electrofishing,
S Twin,6/26/2017,COC,1570,15.4,,,,,,electrofishing,
S Twin,6/26/2017,COC,1571,13.8,,,,,,electrofishing,
S Twin,6/26/2017,COC,1569,13.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1572,15.9,,17,,,,electrofishing,
S Twin,6/26/2017,COC,1574,14.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1573,15.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1577,14.1,,,,,,electrofishing,
S Twin,6/26/2017,COC,1575,16.3,,,,,,electrofishing,
S Twin,6/26/2017,BIB,1579,15.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1578,13.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1580,20.1,,,,,,electrofishing,
S Twin,6/26/2017,COC,1581,18.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1583,14.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1585,15.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1582,17.6,,,,,,electrofishing,
S Twin,6/26/2017,COC,1584,15.0,,,no left pectoral fin,,,electrofishing,
S Twin,6/26/2017,COC,1586,11.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1587,16.7,,,,,,electrofishing,
S Twin,6/26/2017,COC,1590,13.5,,,,,,electrofishing,
S Twin,6/26/2017,COC,1589,19.4,,,,,,electrofishing,
S Twin,6/26/2017,COC,1588,15.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1592,13.9,,,,,,electrofishing,
S Twin,6/26/2017,COC,1593,14.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1591,12.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1595,14.9,,,,,,electrofishing,
S Twin,6/26/2017,COC,1594,15.9,,,,,,electrofishing,
S Twin,6/26/2017,COC,1600,14.4,,,,,,electrofishing,
S Twin,6/26/2017,COC,1596,14.0,,,,,,electrofishing,
S Twin,6/26/2017,COC,1597,13.2,,,,,,electrofishing,
S Twin,6/26/2017,COC,1598,17.3,,,,,,electrofishing,
S Twin,6/26/2017,COC,1599,16.1,,20,,,,electrofishing,
S Twin,7/13/2017,COC,5074,17.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5100,14.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5075,15.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5072,15.7,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5071,14.7,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5070,13.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5073,15.7,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5061,14.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5066,16.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5067,13.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5065,14.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5064,14.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5063,14.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5062,16.1,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5068,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5069,22.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5057,16.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5060,20.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5056,14.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5059,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5055,17.9,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5058,11.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5053,13.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5095,15.7,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5094,13.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5096,14.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5098,13.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5097,16.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5099,15.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5089,11.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5088,14.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5090,12.9,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5092,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5093,14.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5091,17.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5077,16.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5076,15.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5078,15.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5058,18.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5087,14.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5086,16.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5103,15.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5079,16.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5080,15.5,,,missing left pelvic,80,430,electrofishing,
S Twin,7/13/2017,COC,5082,14.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5081,14.9,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5084,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5083,14.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5101,14.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5102,14.2,,13,,80,430,electrofishing,
S Twin,7/13/2017,COC,5104,12.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5106,13.7,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5105,13.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5111,17.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5113,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5118,13.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5119,13.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5112,16.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5116,15.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5115,12.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5117,15.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5110,13.7,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5107,14.1,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5114,14.9,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5108,15.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5109,14.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5124,13.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5123,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5121,13.9,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5125,16.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5122,14.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5120,15.9,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5126,20.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5132,22.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5133,15.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5129,15.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5134,14.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5128,14.9,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5127,16.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5131,14.6,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5130,19.0,,23,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5135,26.2,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5139,15.5,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5138,18.0,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5137,18.1,,,,80,430,electrofishing,
