Lake,Date,Species,Tag Number,Length (inches),Recap,shock time (minutes),Comments,H2O temp,conductivity,Gear,Secchi
S Twin,10/17/2017,BIB,6076,18.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6077,20.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6079,17.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6078,18.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6086,18.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6085,17.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6083,16.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6082,17.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6084,15.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6090,16.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5808,17.3,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6088,18.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6089,18.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6087,18.5,,8,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6099,18.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6096,18.8,,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6100,15.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6095,19.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6097,22.2,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6098,20.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6091,19.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6092,21.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6094,19.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6093,16.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6061,18.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6053,16.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6060,19.2,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6055,18.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6056,28.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6059,17.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6051,21.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6058,19.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6052,15.8,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6057,19.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6054,15.2,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6062,17.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6064,19.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6065,19.8,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6075,20.0,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6070,17.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5749,17.0,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6063,17.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6074,16.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6069,17.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6072,16.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6071,20.8,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6073,15.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6068,18.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6066,18.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5900,17.7,R,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6067,17.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6102,18.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6104,18.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6103,19.2,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5908,15.0,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5848,19.0,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6105,17.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6107,16.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6106,16.1,,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6101,18.8,,15,,52,420,electrofishing,
S Twin,10/17/2017,COC,6119,20.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6114,16.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6125,15.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6121,18.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6124,22.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6123,17.2,,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6118,15.5,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6122,17.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6115,19.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6120,19.4,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,,17.7,,,fin clipped but no tag installed,52,420,electrofishing,
S Twin,10/17/2017,BIB,5549,15.5,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5899,17.0,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6116,17.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6117,21.2,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6113,17.9,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6112,19.5,,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6110,13.2,,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6111,14.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6109,17.8,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6108,21.9,,,,52,420,electrofishing,
S Twin,10/17/2017,COC,6126,17.2,,14,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6128,25.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6134,19.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,,17.0,,,fin clipped but no tagg installed,52,420,electrofishing,
S Twin,10/17/2017,BIB,6133,15.2,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6200,15.1,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6130,16.8,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5720,18.9,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5740,26.5,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6129,16.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6131,19.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6132,19.8,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6127,20.0,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,5811,16.4,R,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6138,17.0,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6136,17.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6135,18.7,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6137,19.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6139,17.3,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6142,18.0,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6141,18.6,,,,52,420,electrofishing,
S Twin,10/17/2017,BIB,6143,17.3,,9,,52,420,electrofishing,
