"","C.L.BM","C.BM","C.U.BM","C.L.BMDensity","C.BMDensity","C.U.BMDensity","B.L.BM","B.BM","B.U.BM","B.L.BMDensity","B.BMDensity","B.U.BMDensity"
"1",123209.803860447,145720.297240682,168230.790620917,458.029010633631,541.711142158669,625.393273683706,NA,NA,NA,NA,NA,NA
"2",18331.6077329527,40303.3579059068,62268.8749582445,83.3254896952394,183.197081390486,283.040340719293,7354.23874799807,18060.6183310266,28772.1156863223,33.4283579454458,82.0937196864844,130.782344028738
"3",138314.006369942,182303.414720879,226292.823071817,142.152113432623,187.362193957738,232.572274482854,-2340.00714868715,19153.0834234179,40654.5014230984,-2.40494054335781,19.6845667249927,41.782632500615
"4",14494.9402602453,28482.3336936643,42469.7271270833,31.9976606186431,62.874908816036,93.752157013429,84898.4415399675,186613.572741095,288318.765000342,187.413778233924,411.950491702196,636.465264901416
"5",68162.7397605924,99974.0680145209,131775.147773522,65.4781361773222,96.0365686979067,126.585156362653,-75347.7390554358,103429.185339289,282206.109734013,-72.3801527910046,99.3556055132457,271.091363817496
"6",23070.3417844016,36663.0514273918,50253.9865652068,38.4505696406693,61.1050857123197,83.7566442753446,83887.7498109999,152408.621093534,221374.780076111,139.812916351667,254.014368489224,368.957966793519
"7",26346.5697681714,34898.6421714424,43450.7145747134,8.50712617635499,11.268531537437,14.029936898519,-726131.385506066,148797.681672991,1023726.74885205,-234.462830321623,48.0457480377757,330.554326397174
