Date,Lake,Env/Tag,Species,Notes,Marcus Age (Spine),Hannah Age (Spine),Marty Age (Spine)
6/24/2019,S Twin,24713,COC,,2,,
6/24/2019,S Twin,24714,COC,,4,,
6/24/2019,S Twin,24715,COC,,4,,
6/24/2019,S Twin,24716,BIB,,3,,
6/24/2019,S Twin,24717,COC,,4,,
6/24/2019,S Twin,24718,COC,,4,,
6/24/2019,S Twin,24719,COC,,4,,
6/24/2019,S Twin,28048,COC,Left Pelvic,3,,
7/11/2019,S Twin,26764,BIB,,5,,
8/2/2019,S Twin,26144,BIB,,3,,
8/2/2019,S Twin,26330,BIB,Spine Taken,4,,
8/6/2019,S Twin,26250,BIB,Spine Taken,,,
8/6/2019,S Twin,26287,BIB,Spine Taken,3,,
8/6/2019,S Twin,26288,BIB,Spine Taken,4,,
8/6/2019,S Twin,26289,BIB,Spine Taken,4,,
8/6/2019,S Twin,26290,BIB,Spine Taken,3,,
8/6/2019,S Twin,26291,BIB,Spine Taken,3,,
8/6/2019,S Twin,26292,BIB,Spine Taken,,,
8/14/2019,S Twin,12517,BIB,Spine Taken,4,,
8/14/2019,S Twin,12518,BIB,Spine Taken,4,,
8/14/2019,S Twin,12519,BIB,Spine Taken,5,,
8/14/2019,S Twin,12520,BIB,Spine Taken,4,,
8/14/2019,S Twin,12521,BIB,Spine Taken,4,,
8/14/2019,S Twin,12522,BIB,Spine Taken,3,,
8/14/2019,S Twin,12523,BIB,Spine Taken,3,,
8/14/2019,S Twin,12524,BIB,Spine Taken,6,,
8/14/2019,S Twin,12525,BIB,Spine Taken,3,,
8/21/2019,S Twin,12577,BIB,,4,,
8/21/2019,S Twin,12578,BIB,,5,,
8/21/2019,S Twin,12579,BIB,,,,
8/21/2019,S Twin,12581,BIB,,3,,
8/21/2019,S Twin,12586,BIB,,6,,
8/21/2019,S Twin,12587,BIB,,4,,
8/21/2019,S Twin,12588,BIB,,4,,
8/21/2019,S Twin,12589,BIB,,4,,
8/28/2019,S Twin,12205,COC,Spine Taken,,,
8/28/2019,S Twin,12210,BIB,Spine Taken,,,
6/3/2019,Silver,20839,COC,2018 Recap,,,
6/3/2019,Silver,26039,COC,2019 Recap,3,,
6/3/2019,Silver,26068,COC,2019 Recap,5,,
6/3/2019,Silver,28724,COC,,6,,
6/3/2019,Silver,28725,COC,Big Big fish,17,,
6/3/2019,Silver,28726,COC,,12,,
6/3/2019,Silver,28727,COC,,4,,
6/3/2019,Silver,28728,COC,,8,,
6/3/2019,Silver,28729,COC,,7,,
6/3/2019,Silver,28730,COC,,7,,
6/3/2019,Silver,28731,COC,,8,,
6/3/2019,Silver,28732,BIB,,4,,
6/3/2019,Silver,28733,COC,,6,,
6/3/2019,Silver,28734,COC,Big Tuna,7,,
6/3/2019,Silver,28735,BIB,,3,,
6/3/2019,Silver,28736,BIB,,3,,
6/3/2019,Silver,28737,COC,,6,,
6/3/2019,Silver,28738,COC,,6,,
6/3/2019,Silver,28739,COC,2018 Tag Loss,10,,
6/3/2019,Silver,28740,COC,,3,,
6/3/2019,Silver,28741,BIB,2018 Tag Loss,6,,
6/3/2019,Silver,28742,BIB,No Spine (dorsal Damage),,,
6/3/2019,Silver,28743,BIB,,3,,
6/3/2019,Silver,28744,BIB,,3,,
6/3/2019,Silver,28745,BIB,Buffalo (big big),10,,
6/3/2019,Silver,28748,COC,,8,,
6/3/2019,Silver,28749,COC,,6,,
6/3/2019,Silver,28750,BIB,,4,,
6/3/2019,Silver,28751,BIB,,5,,
6/3/2019,Silver,28752,COC,Deformed R Opercle,4,,
6/3/2019,Silver,28753,BIB,2018 Tag Loss,3,,
6/3/2019,Silver,28754,COC,,8,,
6/3/2019,Silver,28755,BIB,,3,,
6/3/2019,Silver,28756,COC,,8,,
6/3/2019,Silver,28757,BIB,,4,,
6/3/2019,Silver,28758,COC,,3,,
6/3/2019,Silver,28759,COC,,3,,
6/3/2019,Silver,28760,COC,,11,,
6/3/2019,Silver,28761,COC,,5,,
6/3/2019,Silver,28762,COC,,5,,
6/3/2019,Silver,28763,BIB,,6,,
6/3/2019,Silver,28764,COC,,9,,
6/3/2019,Silver,28765,COC,,7,,
6/3/2019,Silver,28766,COC,,7,,
6/3/2019,Silver,28767,COC,,7,,
6/3/2019,Silver,28768,COC,,9,,
6/3/2019,Silver,28769,COC,,6,,
6/3/2019,Silver,28770,COC,,11,,
6/3/2019,Silver,28771,COC,,8,,
6/3/2019,Silver,28772,COC,,6,,
6/3/2019,Silver,29746,BIB,,3,,
6/3/2019,Silver,29747,BIB,,,,
6/18/2019,Silver,25326,COC,,8,,
6/18/2019,Silver,25327,COC,,3,,
6/18/2019,Silver,25328,COC,,4,,
6/18/2019,Silver,25329,COC,,6,,
6/18/2019,Silver,25330,COC,,7,,
6/18/2019,Silver,25331,COC,,5,,
6/18/2019,Silver,25332,COC,BIg Hoss,7,,
6/18/2019,Silver,25333,COC,Angry Dude,9,,
6/18/2019,Silver,25334,COC,Deformed opercle,9,,
6/18/2019,Silver,25335,COC,,3,,
6/18/2019,Silver,25336,COC,Large-N-in-Charge,9,,
6/18/2019,Silver,25337,COC,,5,,
6/18/2019,Silver,25338,COC,,7,,
6/18/2019,Silver,25339,COC,,11,,
6/18/2019,Silver,25341,COC,,6,,
6/18/2019,Silver,25342,COC,Sarah doesnt like this one,10,,
6/18/2019,Silver,25343,COC,,4,,
6/18/2019,Silver,25344,COC,,6,,
6/18/2019,Silver,25345,COC,,8,,
6/18/2019,Silver,25346,COC,,4,,
6/18/2019,Silver,25347,COC,self-inflected abuse,8,,
6/18/2019,Silver,25348,COC,dude,7,,
6/18/2019,Silver,25349,COC,No spine,,,
6/18/2019,Silver,25350,COC,,7,,
6/18/2019,Silver,25351,COC,,7,,
6/18/2019,Silver,25352,COC,,5,,
6/18/2019,Silver,25353,COC,,6,,
6/18/2019,Silver,25354,COC,,8,,
6/18/2019,Silver,25355,COC,,7,,
6/18/2019,Silver,25356,COC,,5,,
6/18/2019,Silver,25357,COC,,4,,
6/18/2019,Silver,25358,COC,,7,,
6/18/2019,Silver,25359,COC,,7,,
6/18/2019,Silver,25360,COC,2018 tag loss,5,,
6/18/2019,Silver,25361,COC,poopy,4,,
6/18/2019,Silver,25362,COC,,3,,
6/18/2019,Silver,25364,COC,,2,,
6/18/2019,Silver,25365,COC,,3,,
6/18/2019,Silver,25366,COC,,6,,
6/18/2019,Silver,25367,COC,,8,,
6/18/2019,Silver,25368,COC,,9,,
6/18/2019,Silver,25369,BIB,,4,,
6/18/2019,Silver,25370,COC,,6,,
6/18/2019,Silver,25371,COC,,5,,
7/15/2019,Silver,25954,COC,2-3 other carp seen but esxaped,5,,
7/15/2019,Silver,25955,COC,"1 buffalo seen about 400m, 2 other COC seen not netted",10,,
7/15/2019,Silver,25956,COC,,6,,
7/15/2019,Silver,25957,COC,,6,,
7/15/2019,Silver,25958,COC,,6,,
7/15/2019,Silver,25959,COC,2018 tag loss,6,,
7/15/2019,Silver,25960,COC,,8,,
7/15/2019,Silver,25961,COC,,6,,
7/15/2019,Silver,25962,BIB,"Prop strike, might die",5,,
7/15/2019,Silver,25964,COC,,6,,
7/15/2019,Silver,25965,COC,,6,,
7/15/2019,Silver,25966,COC,,7,,
7/15/2019,Silver,25967,COC,,7,,
7/15/2019,Silver,25968,COC,,3,,
7/15/2019,Silver,25969,COC,,7,,
7/15/2019,Silver,25970,COC,,7,,
7/15/2019,Silver,25971,COC,,9,,
7/15/2019,Silver,25972,COC,Chonk,7,,
7/15/2019,Silver,25973,COC,,6,,
7/15/2019,Silver,25974,COC,,5,,
7/15/2019,Silver,25975,COC,,5,,
7/15/2019,Silver,25978,COC,,7,,
7/15/2019,Silver,25979,COC,,8,,
7/15/2019,Silver,25980,COC,,5,,
7/15/2019,Silver,25981,COC,,4,,
7/15/2019,Silver,25982,COC,,6,,
7/15/2019,Silver,25984,COC,,10,,
7/15/2019,Silver,25985,COC,,7,,
7/15/2019,Silver,25986,COC,,10,,
7/15/2019,Silver,25987,BIB,,4,,
7/15/2019,Silver,25988,BIB,Rotund,,,
7/15/2019,Silver,25990,BIB,Rotudest,7,,
7/15/2019,Silver,25991,BIB,,5,,
7/15/2019,Silver,25992,BIB,Uneven caudal lobes,7,,
7/15/2019,Silver,25993,BIB,Dorsal clip livewell (found),3,,
7/15/2019,Silver,25994,COC,,7,,
7/15/2019,Silver,25995,COC,,9,,
7/15/2019,Silver,25997,BIB,25997 buffalo bent tag,7,,
7/15/2019,Silver,25998,COC,uneven coudal lobes,7,,
7/15/2019,Silver,26000,COC,"2018 tag loss, new tag 26000",7,,
7/15/2019,Silver,26055,COC,2019 recap,6,,
7/15/2019,Silver,28376,COC,,,,
7/21/2019,Silver,21100,COC,2019 Recap,3,,
7/21/2019,Silver,21181,COC,2018 recap,6,,
7/21/2019,Silver,25614,COC,,7,,
7/21/2019,Silver,25615,COC,Mr. Boo Boo,4,,
7/21/2019,Silver,25616,COC,Leechy,8,,
7/21/2019,Silver,25617,COC,,5,,
7/21/2019,Silver,25618,COC,,5,,
7/21/2019,Silver,25620,COC,male,4,,
7/21/2019,Silver,25621,COC,stressed & bloody,8,,
7/21/2019,Silver,25801,BIB,,3,,
7/21/2019,Silver,25802,BIB,lil football,3,,
7/21/2019,Silver,25803,COC,biggie,13,,
7/21/2019,Silver,25804,COC,,7,,
7/21/2019,Silver,25805,COC,,9,,
7/21/2019,Silver,25806,COC,,9,,
7/21/2019,Silver,25807,COC,,5,,
7/21/2019,Silver,25808,COC,,6,,
7/21/2019,Silver,25809,COC,taill whipper,6,,
7/21/2019,Silver,25810,BIB,baby buff,3,,
7/21/2019,Silver,25811,COC,,4,,
7/21/2019,Silver,25812,COC,,3,,
7/21/2019,Silver,25813,COC,,4,,
7/21/2019,Silver,25814,COC,,6,,
7/21/2019,Silver,25815,COC,,5,,
7/21/2019,Silver,25816,COC,Jumpy fish,4,,
7/21/2019,Silver,25817,COC,,4,,
7/21/2019,Silver,25818,COC,,9,,
7/21/2019,Silver,25819,COC,,4,,
7/21/2019,Silver,25820,COC,Biggest of the day,9,,
7/21/2019,Silver,25821,COC,,7,,
7/21/2019,Silver,25822,COC,,5,,
7/21/2019,Silver,25823,COC,,3,,
7/21/2019,Silver,25824,COC,,9,,
7/21/2019,Silver,25825,COC,,3,,
7/21/2019,Silver,25851,COC,,4,,
7/21/2019,Silver,25852,COC,,4,,
7/21/2019,Silver,25853,COC,,5,,
7/21/2019,Silver,25854,COC,,9,,
7/22/2019,Silver,29808,BIB,,3,,
7/22/2019,Silver,29813,BIB,,4,,
7/22/2019,Silver,29814,BIB,,3,,
7/22/2019,Silver,29838,BIB,,4,,
7/22/2019,Silver,29839,BIB,,4,,
7/30/2019,Silver,29398,BIB,,7,,
8/6/2019,Silver,29638,BIB,,3,,
8/6/2019,Silver,29639,BIB,,3,,
8/6/2019,Silver,29640,BIB,,4,,
8/6/2019,Silver,29641,BIB,,4,,
8/6/2019,Silver,29642,BIB,,4,,
8/6/2019,Silver,29643,BIB,,3,,
8/6/2019,Silver,29644,BIB,,3,,
8/6/2019,Silver,29645,BIB,,2,,
8/7/2019,Silver,25983,BIB,,3,,
8/7/2019,Silver,29682,BIB,,3,,
8/7/2019,Silver,29683,BIB,,5,,
8/7/2019,Silver,29684,BIB,,2,,
9/21/2019,Silver,28914,BIB,,,,
6/4/2019,Storm,23758,COC,2018 Recap,,,
6/4/2019,Storm,25209,COC,,,,
6/4/2019,Storm,25210,COC,,,,
6/4/2019,Storm,25211,COC,,,,
6/4/2019,Storm,25212,COC,,,,
6/4/2019,Storm,25213,COC,Male,,,
6/4/2019,Storm,25214,COC,,,,
6/4/2019,Storm,25215,COC,,,,
6/4/2019,Storm,25216,COC,,,,
6/4/2019,Storm,25217,COC,,,,
6/4/2019,Storm,25218,COC,,,,
6/4/2019,Storm,25219,COC,,,,
6/4/2019,Storm,25220,COC,,,,
6/4/2019,Storm,25221,COC,,,,
6/4/2019,Storm,25222,COC,Cracked opercle,,,
6/4/2019,Storm,25223,COC,bulging eye,,,
6/4/2019,Storm,25224,COC,,,,
6/4/2019,Storm,25225,COC,cyclops,,,
6/4/2019,Storm,25226,COC,,,,
6/4/2019,Storm,25227,COC,,,,
6/4/2019,Storm,25229,COC,,,,
6/4/2019,Storm,25230,COC,,,,
6/4/2019,Storm,25231,COC,,,,
6/4/2019,Storm,25232,COC,,,,
6/4/2019,Storm,25233,COC,,,,
6/4/2019,Storm,25234,COC,,,,
6/4/2019,Storm,25236,COC,,,,
6/4/2019,Storm,25237,COC,,,,
6/4/2019,Storm,25238,COC,,,,
6/4/2019,Storm,25239,COC,,,,
6/4/2019,Storm,25240,COC,,,,
6/4/2019,Storm,25241,COC,,,,
6/4/2019,Storm,25242,COC,,,,
6/4/2019,Storm,25243,COC,,,,
6/4/2019,Storm,25244,BIB,Beat up Buff,,,
6/4/2019,Storm,25245,BIB,Poopin,,,
6/4/2019,Storm,25246,COC,,,,
6/4/2019,Storm,25247,COC,,,,
6/4/2019,Storm,25248,COC,Mirror,,,
6/4/2019,Storm,25249,BIB,,,,
6/4/2019,Storm,25250,COC,,,,
6/4/2019,Storm,25251,COC,,,,
6/4/2019,Storm,25252,COC,,,,
6/4/2019,Storm,25253,COC,,,,
6/4/2019,Storm,25254,COC,,,,
6/4/2019,Storm,25255,COC,,,,
6/4/2019,Storm,25256,COC,,,,
6/4/2019,Storm,25257,COC,,,,
6/4/2019,Storm,25258,COC,,,,
6/4/2019,Storm,25259,COC,,,,
6/4/2019,Storm,25260,COC,Cyclops,,,
6/4/2019,Storm,25261,COC,,,,
6/4/2019,Storm,25262,COC,,,,
6/4/2019,Storm,25263,COC,,,,
6/4/2019,Storm,25264,COC,Lil baby mirror,,,
6/4/2019,Storm,25265,COC,,,,
6/4/2019,Storm,25266,COC,mirror,,,
6/26/2019,Storm,21311,COC,2018 Recap,,,
6/26/2019,Storm,27023,COC,,,,
6/26/2019,Storm,27025,COC,"Few White Bass, No coc/bib by docks, trees, inlets, etc.",,,
6/26/2019,Storm,27026,COC,,,,
6/26/2019,Storm,27027,COC,,,,
6/26/2019,Storm,27028,COC,,,,
6/26/2019,Storm,27029,COC,,,,
6/26/2019,Storm,27030,COC,No caudal or pectoral fin (He's a special boi),,,
6/26/2019,Storm,27031,COC,,,,
6/26/2019,Storm,27032,COC,,,,
6/26/2019,Storm,27033,COC,,,,
6/26/2019,Storm,27034,COC,,,,
6/26/2019,Storm,27035,COC,2018 Tag Loss,,,
6/26/2019,Storm,27036,COC,,,,
6/26/2019,Storm,27037,COC,,,,
6/26/2019,Storm,27038,COC,,,,
6/26/2019,Storm,27039,COC,2018 Tag Loss,,,
6/26/2019,Storm,27040,COC,,,,
6/26/2019,Storm,27041,COC,,,,
6/26/2019,Storm,27042,COC,,,,
6/26/2019,Storm,27043,COC,,,,
6/26/2019,Storm,27044,COC,,,,
6/26/2019,Storm,27045,COC,mirror,,,
6/26/2019,Storm,27047,COC,,,,
6/26/2019,Storm,27048,COC,,,,
6/26/2019,Storm,27049,COC,,,,
6/26/2019,Storm,27050,COC,,,,
6/26/2019,Storm,28688,COC,2019 recap,,,
6/28/2019,Storm,5226,COC,,,,
6/28/2019,Storm,25794,COC,,,,
6/28/2019,Storm,25795,COC,,,,
6/28/2019,Storm,25796,COC,He's a chubby boi,,,
6/28/2019,Storm,25797,COC,,,,
6/28/2019,Storm,25798,COC,,,,
6/28/2019,Storm,25799,COC,,,,
6/28/2019,Storm,25800,COC,,,,
6/28/2019,Storm,25901,COC,,,,
6/28/2019,Storm,25902,COC,,,,
6/28/2019,Storm,25903,COC,,,,
6/28/2019,Storm,25905,COC,,,,
6/28/2019,Storm,25906,COC,,,,
6/28/2019,Storm,25907,COC,,,,
6/28/2019,Storm,25908,COC,,,,
6/28/2019,Storm,25909,COC,,,,
6/28/2019,Storm,25910,COC,Mirror,,,
6/28/2019,Storm,25911,COC,,,,
6/28/2019,Storm,25912,COC,,,,
6/28/2019,Storm,25913,COC,,,,
6/28/2019,Storm,25914,COC,,,,
7/16/2019,Storm,28395,BIB,Buffalo!,,,
7/23/2019,Storm,29889,BIB,,,,
8/1/2019,Storm,27383,BIB,,,,
8/8/2019,Storm,29523,BIB,,,,
9/7/2019,Storm,27023,COC,2019 recap/spine cut,,,
9/7/2019,Storm,27410,BIB,"Bloody, Spine",,,
9/22/2019,Storm,29728,BIB,spine,,,
