Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather
6/6/2018,Five Island,23354,COC,571,,,,L Pectoral,Male,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,23353,COC,586,,,,L Pectoral,,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,23352,COC,502,,,,L Pectoral,,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,23351,COC,522,,,,L Pectoral,,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,23376,COC,542,,,,L Pectoral,,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,23377,COC,568,,,,L Pectoral,,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,23378,COC,542,,,,L Pectoral,,Electroshocking,3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,Five Island trans. 3,1021,23.5,,"Overcast, rain"
6/6/2018,Five Island,19931,COC,649,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19932,COC,562,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19933,COC,625,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19934,COC,642,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19935,COC,583,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19936,COC,567,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19937,COC,577,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19938,COC,645,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19939,COC,575,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19940,COC,589,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19941,COC,553,,,,L Pectoral,Male,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19164,COC,603,,1,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19942,COC,633,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19943,COC,612,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19944,COC,653,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19945,COC,606,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19946,COC,572,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19947,COC,563,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19948,COC,605,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19949,COC,625,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19950,COC,678,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19951,COC,563,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,19952,COC,598,,,,L Pectoral,,Commercial Seine,3,,,,,,,,
6/6/2018,Five Island,23379,COC,623,,,,L Pectoral,,Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,23380,BIB,553,,,,L Pectoral,,Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,19603,COC,589,,1,,L Pectoral,2018 recap,Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,23381,BIB,365,,,,L Pectoral,,Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,23382,COC,602,,,,L Pectoral,,Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,19417,COC,605,,1,,L Pectoral,"2018 recap, tag looks infected",Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,23384,COC,596,,,,L Pectoral,,Electroshocking,4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,Five Island trans. 4,985,23.5,,"Overcast, rain"
6/6/2018,Five Island,23385,COC,608,,,,L Pectoral,,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,23386,COC,588,,,,L Pectoral,,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,23387,COC,643,,,,L Pectoral,,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,23388,COC,583,,,,L Pectoral,,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,23389,COC,602,,,,L Pectoral,,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,23390,COC,633,,,,L Pectoral,,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,19194,COC,562,,1,,L Pectoral,2018 recap,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,17863,COC,573,,1,,L Pectoral,2018 recap,Electroshocking,5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,Five Island trans. 5,1051,23.5,,"Overcast, rain"
6/6/2018,Five Island,23391,COC,543,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23392,COC,598,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23393,COC,545,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23394,COC,682,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23395,COC,623,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23396,COC,574,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23397,COC,582,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23398,COC,563,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23399,COC,613,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23326,COC,553,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23327,COC,578,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,18373,COC,536,,1,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23328,COC,436,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23329,COC,496,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23330,COC,602,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23331,COC,506,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,23332,COC,543,,,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/6/2018,Five Island,18040,COC,621,,1,,L Pectoral,Tagging Carp/Aging Buffalo,Electroshocking,6,43 7.373,94 40.491,Bridge/Circles,Bridge/Circles,5525,,,Sunny
6/12/2018,Five Island,22282,BIB,642,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22283,BIB,602,,,,L Pectoral,Male,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22284,COC,681,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22285,BIB,625,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22286,COC,512,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22287,COC,495,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22288,BIB,455,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22289,BIB,682,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22290,COC,585,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22291,COC,582,,,1,L Pectoral,2018 Tag loss,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22292,COC,502,,,1,L Pectoral,2018 Tag loss,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22293,COC,602,,,,L Pectoral,,Electroshocking,1,43 7.322,94 40.516,43 7.125,94 40.856,2005,26.2,,
6/12/2018,Five Island,22294,COC,602,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,22295,COC,545,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,22296,BIB,462,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,22297,BIB,465,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,22298,COC,652,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,22299,COC,598,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,22300,COC,642,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23201,COC,573,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23202,COC,582,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23203,COC,546,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23204,COC,503,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23205,COC,543,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23206,BIB,352,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23207,COC,564,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23208,COC,612,,,,L Pectoral,,Electroshocking,2,43 7.184,94 40.826,43 7.357,94 40.982,1960,26.2,,
6/12/2018,Five Island,23209,BIB,605,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23210,BIB,594,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23211,BIB,698,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,18039,COC,543,,,,L Pectoral,2018 recap,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23212,COC,641,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23213,COC,688,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23214,COC,689,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23215,COC,632,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,18353,COC,565,,,,L Pectoral,2018 recap,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23216,COC,572,,,,L Pectoral,Male,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23217,COC,441,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23218,COC,475,,,,L Pectoral,,Electroshocking,3,43 7.276,94 40.542,43 7.222,94 40.844,1688,26.2,,
6/12/2018,Five Island,23219,COC,565,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,19834,COC,645,,1,,L Pectoral,2018 recap,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23220,COC,604,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23221,COC,575,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23222,COC,585,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23223,COC,542,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23224,COC,575,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23225,COC,591,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23226,COC,551,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23378,COC,544,,1,,L Pectoral,2018 recap,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23227,COC,622,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23228,COC,535,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23229,COC,572,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23230,COC,585,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/12/2018,Five Island,23231,COC,502,,,,L Pectoral,,Electroshocking,4,43 8.141,94 40.285,,,1769,26.2,,
6/22/2018,Five Island,21214,COC,668,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21215,COC,577,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21216,BIB,465,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21217,COC,700,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21218,COC,570,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21219,COC,614,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21220,COC,634,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21221,COC,608,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21222,COC,650,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21223,COC,673,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21224,COC,555,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21225,COC,593,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21226,COC,560,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21227,COC,703,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21228,COC,615,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21229,COC,612,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21230,COC,550,,,,L Pectoral,"Male, cracked opercle",Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21231,COC,557,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21232,COC,639,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21233,COC,540,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21234,COC,610,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21235,COC,627,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21236,COC,599,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21237,COC,660,,,,L Pectoral,Mirror,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21238,COC,567,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21239,COC,700,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21240,COC,681,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21241,COC,660,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21242,COC,715,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,18076,COC,543,,1,,L Pectoral,2018 recap,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21243,COC,630,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21244,COC,558,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21245,COC,623,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21246,COC,701,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21247,COC,565,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21248,COC,567,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21249,COC,539,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21250,COC,600,,,,L Pectoral,Female,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21251,COC,641,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21252,COC,620,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21253,COC,610,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21254,COC,590,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21255,COC,652,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21256,COC,694,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21257,COC,622,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21258,COC,645,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21259,COC,656,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21260,COC,711,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21261,BIB,620,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21262,BIB,652,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21263,COC,735,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21264,BIB,635,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21265,BIB,635,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21266,BIB,628,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21267,COC,677,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21268,COC,643,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21269,COC,601,,,,L Pectoral,,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
6/22/2018,Five Island,21270,COC,602,,,,L Pectoral,Male,Electroshocking,1,43 9.795,94 38.688,43 9.892,94 39.165,8803,22,,"Partly cloudy, 70F"
