Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather
5/16/2018,Five Island,19478,COC,660,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19479,COC,661,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19480,COC,555,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19481,COC,597,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19482,COC,588,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19483,COC,567,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19484,COC,583,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19485,COC,668,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19486,COC,623,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19487,COC,588,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19488,COC,610,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19489,COC,679,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19490,COC,678,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19491,COC,601,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19492,COC,625,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19493,COC,647,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19494,COC,600,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19495,COC,636,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19496,COC,741,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19497,COC,651,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19498,COC,563,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19499,COC,683,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19500,COC,594,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19401,COC,656,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19402,COC,601,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19403,COC,739,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19404,COC,702,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19405,COC,590,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19406,COC,620,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19407,COC,580,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19408,COC,622,,,,L Pectoral,lost eye,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19409,COC,690,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19410,COC,597,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19411,COC,655,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19412,COC,640,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19413,COC,564,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19414,COC,595,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19415,COC,582,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19416,COC,603,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19417,COC,652,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19418,COC,645,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19419,COC,540,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19420,COC,710,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19421,COC,614,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19422,COC,660,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19423,COC,597,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19424,COC,726,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19425,COC,630,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19426,COC,728,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19427,COC,757,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19428,COC,600,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19429,COC,601,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19430,COC,619,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19431,COC,755,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19432,COC,709,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19433,COC,719,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19434,COC,599,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19435,COC,590,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19436,COC,720,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19437,COC,604,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19438,COC,596,,,,L Pectoral,Opercle deformity,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19439,COC,735,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19440,COC,688,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19441,COC,660,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19442,COC,751,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19443,COC,711,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19444,COC,670,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19445,COC,590,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19446,COC,574,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19447,COC,576,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19448,COC,604,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19449,COC,566,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19450,COC,697,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19451,COC,721,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19452,COC,660,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19453,COC,591,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19454,COC,572,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19455,COC,634,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19456,COC,511,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19457,COC,609,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19458,COC,690,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19459,COC,633,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19460,COC,615,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19461,COC,711,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19462,COC,811,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19463,COC,502,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19464,COC,610,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19465,COC,652,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19466,COC,599,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19467,COC,589,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19468,COC,668,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19469,COC,718,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19470,COC,585,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19471,COC,668,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19472,COC,665,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19473,COC,745,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19474,COC,730,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,19475,COC,627,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18201,COC,608,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18202,COC,559,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18203,COC,645,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18204,COC,600,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18205,COC,666,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18206,COC,605,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18207,COC,596,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18208,COC,770,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18209,COC,610,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18210,COC,580,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18211,COC,589,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18212,COC,625,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18213,COC,554,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18215,COC,665,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18216,COC,574,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18217,COC,658,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18218,COC,630,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18219,COC,648,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18220,COC,679,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18221,COC,603,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18222,COC,590,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18223,COC,691,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18224,BIB,607,4244,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18225,BIB,610,3570,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18214,BIB,690,4704,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18226,BIB,569,2882,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18227,BIB,560,2748,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18228,BIB,650,4000,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18229,BIB,618,3704,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18230,BIB,656,4050,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18231,BIB,620,3800,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18232,BIB,571,2755,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18233,BIB,631,3935,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18234,BIB,632,4296,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18235,BIB,605,3823,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18236,BIB,708,5153,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18237,BIB,614,3548,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18238,BIB,556,2920,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18239,BIB,607,3087,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18240,BIB,575,2617,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18241,BIB,603,3667,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18242,BIB,591,2754,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18243,BIB,620,3462,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18244,BIB,608,3119,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18245,COC,556,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18246,COC,670,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18247,COC,663,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18248,COC,680,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18249,COC,598,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18250,COC,650,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18251,COC,640,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18252,COC,610,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18253,COC,541,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18254,COC,648,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18255,COC,666,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18256,COC,563,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18257,COC,618,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18258,COC,612,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18259,COC,645,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18260,COC,595,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18261,COC,723,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18262,COC,560,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18263,COC,735,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18264,COC,585,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18265,COC,659,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18266,COC,648,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18267,COC,630,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18268,COC,722,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18269,COC,738,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18270,BIB,694,5369,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18271,COC,675,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18272,COC,605,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18273,COC,750,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18274,COC,615,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18275,COC,687,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18276,COC,657,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18277,COC,605,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18278,COC,560,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18279,COC,621,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18280,COC,612,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18281,COC,610,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18282,BIB,623,3497,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18283,COC,695,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18284,COC,593,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18285,COC,625,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18286,COC,636,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18287,BIB,595,3246,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18288,BIB,688,5572,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18289,COC,650,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18290,COC,686,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18291,COC,595,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18292,COC,580,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18293,COC,618,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18294,COC,635,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18295,COC,638,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18296,COC,658,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18297,COC,637,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18298,COC,572,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18299,COC,691,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18300,COC,639,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18301,COC,648,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18302,COC,619,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18303,COC,576,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18304,COC,624,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18305,COC,705,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18306,COC,655,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18307,COC,635,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18308,COC,578,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18309,COC,635,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18310,COC,711,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18311,COC,670,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18312,COC,653,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18313,COC,653,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18314,BIB,742,6029,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18315,COC,614,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18316,COC,591,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18317,COC,589,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18318,COC,696,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18319,COC,600,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18320,COC,330,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18321,COC,584,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18322,COC,556,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18323,COC,768,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18324,COC,540,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18325,COC,650,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18326,COC,635,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18327,BIB,665,4119,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18328,COC,568,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18351,COC,638,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18352,BIB,542,2340,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18353,COC,596,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18354,COC,700,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18355,COC,648,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18356,BIB,653,4036,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18357,BIB,630,3555,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18358,COC,750,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18359,COC,569,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18360,COC,699,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18361,COC,630,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18362,COC,653,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18363,COC,608,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18364,COC,590,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18365,COC,666,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18366,COC,650,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18367,COC,710,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18368,COC,632,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18369,COC,680,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18370,COC,565,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18371,COC,595,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18372,COC,638,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18373,COC,558,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18374,COC,638,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18376,COC,671,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18377,COC,598,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18378,COC,639,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18379,COC,570,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18380,COC,641,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18381,COC,730,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18382,COC,610,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18383,COC,541,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18384,BIB,620,3555,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18385,COC,668,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18386,COC,580,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18387,COC,585,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18388,COC,706,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18389,COC,665,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18390,COC,670,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18391,COC,605,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18392,COC,665,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18393,COC,560,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18394,COC,628,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
5/16/2018,Five Island,18395,COC,685,,,,L Pectoral,,Commercial Seine,Seine,,,,,,,,
