Date,Lake,TAG.NUM,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On time (s),Water Temp,Secchi,Weather,Year
4/27/19,Center,29069,COC,446,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"36 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29070,COC,441,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"37 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29071,COC,559,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"38 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,20901,COC,479,,1,,L Pectoral,2018 Recap,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"39 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29072,COC,637,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"40 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29073,COC,660,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"41 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29074,COC,430,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"42 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29075,COC,525,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"43 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29076,COC,575,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"44 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29077,COC,616,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"45 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29078,COC,700,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"46 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29079,COC,509,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"47 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29080,COC,695,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"48 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,17116,COC,670,,1,,R Pectoral,R Pectoral Clipped 2018 Recap,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"49 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29081,COC,627,,,,L Pelvic,,Electroshocking,1,Center trans. 1,Center trans. 1,Center trans. 1,Center trans. 1,1142,,,"50 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29082,COC,548,,,,L Pelvic,,Electroshocking,2,Center trans. 2,Center trans. 2,Center trans. 2,Center trans. 2,853,,,"51 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29083,COC,496,,,,L Pelvic,,Electroshocking,2,Center trans. 2,Center trans. 2,Center trans. 2,Center trans. 2,853,,,"52 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29084,COC,730,,,,L Pelvic,MF photo,Electroshocking,2,Center trans. 2,Center trans. 2,Center trans. 2,Center trans. 2,853,,,"53 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29085,BIB,475,,,,L Pelvic,,Electroshocking,3,Center trans. 3,Center trans. 3,Center trans. 3,Center trans. 3,678,,,"54 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29086,COC,705,,,,L Pelvic,Cracked O,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"55 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29087,COC,600,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"56 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29088,COC,544,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"57 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29089,COC,631,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"58 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29090,COC,631,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"59 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29091,COC,573,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"60 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29092,COC,635,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"61 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29093,COC,681,,,,L Pelvic,,Electroshocking,4,Center trans.4,Center trans.4,Center trans.4,Center trans.4,759,,,"62 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,,dummy,,,,,,Goose Egg - 0 fish caught,Electroshocking,5,Center trans. 5,Center trans. 5,Center trans. 5,Center trans. 5,889,,,"63 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29094,COC,710,,,,L Pelvic,,Electroshocking,Bonus,43 25.087,95 7.849,43 25.087,95 7.849,1244,,,"64 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29095,COC,695,,1,1,L Pelvic,2018 Tag Loss,Electroshocking,Bonus,43 25.087,95 7.849,43 25.087,95 7.849,1244,,,"65 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29097,COC,620,,,,L Pelvic,,Electroshocking,Bonus,43 25.087,95 7.849,43 25.087,95 7.849,1244,,,"66 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29098,COC,686,,,,L Pelvic,,Electroshocking,Bonus,43 25.087,95 7.849,43 25.087,95 7.849,1244,,,"67 F Overcast, NE wind 10-20 mph",2019
4/27/19,Center,29100,COC,663,,,,L Pelvic,,Electroshocking,Bonus,43 25.087,95 7.849,43 25.087,95 7.849,1244,,,"68 F Overcast, NE wind 10-20 mph",2019
4/28/19,Silver,,dummy,,,,,,"Zero Fish Caught, 1 Drum Seen",Electroshocking,1,Silver trans. 1,Silver trans. 1,Silver trans. 1,Silver trans. 1,960,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,,dummy,,,,,,Few Small fish seen,Electroshocking,2,Silver trans. 2,Silver trans. 2,Silver trans. 2,Silver trans. 2,948,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,,dummy,,,,,,no fish caught,Electroshocking,3,Silver trans. 3,Silver trans. 3,Silver trans. 3,Silver trans. 3,848,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,28001,BIB,727,,,,L Pelvic,,Electroshocking,Bridge,Bridge,Bridge,Bridge,Bridge,581,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,28002,BIB,674,,,,L Pelvic,,Electroshocking,Bridge,Bridge,Bridge,Bridge,Bridge,581,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,28005,BIB,839,,,,L Pelvic,,Electroshocking,Bridge,Bridge,Bridge,Bridge,Bridge,581,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,28006,COC,781,,,,L Pelvic,,Electroshocking,Bridge,Bridge,Bridge,Bridge,Bridge,581,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,28007,COC,687,,,,L Pelvic,,Electroshocking,Bridge,Bridge,Bridge,Bridge,Bridge,581,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,,dummy,,,,,,"no fish caught, couple of bass seen",Electroshocking,4,Silver trans. 4,Silver trans. 4,Silver trans. 4,Silver trans. 4,794,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,,dummy,,,,,,no fish caught,Electroshocking,5,Silver trans. 5,Silver trans. 5,Silver trans. 5,Silver trans. 5,911,8.89,,40 F Overcast SW wind 10 mph,2019
4/28/19,Silver,,dummy,,,,,,no fish caugt,Electroshocking,6,Silver trans. 6,Silver trans. 6,Silver trans. 6,Silver trans. 6,599,8.89,,40 F Overcast SW wind 10 mph,2019
5/7/19,S Twin,,YLB,115,13,,,,Yellow Bass,Electroschocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,507,2096,,,L Pelvic,,Electroschocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,453,1508,,,L Pelvic,,Electroschocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,FWD,312,341,,,,Fresh Water Drum,Electroschocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,13,15,,,L Pelvic,,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,113,15,,,,Scale Bouncing,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,112,14,,,,Scale Bouncing,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,111,14,,,,Scale Bouncing,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,113,12,,,,Scale Bouncing,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,28068,COC,369,,,,L Pelvic,,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,28069,COC,386,,,,L Pelvic,,Electroshocking,1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,S. Twin trans. 1,904,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,105,13,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,184,69,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,180,62,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,203,101,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,184,87,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,187,98,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,WHC,235,136,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,COC,145,47,,,L Pelvic,Age -1,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,OSS,75,2,,,,10 dorsal spines,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,189,91,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,194,90,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,216,128,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,105,13,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,182,69,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,110,12,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,WHC,211,93,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,108,13,,,,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,497,2103,,,L Pelvic,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,421,1256,,,L Pelvic,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,430,1394,,,L Pelvic,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,472,1583,,,L Pelvic,,Electroshocking,2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,S. Twin trans. 2,1081,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,477,1703,,,L Pelvic,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,113,15,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,110,15,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,108,14,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,105,16,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,111,12,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,106,13,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,103,14,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,111,16,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,28070,COC,425,,,,L Pelvic,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,28071,COC,428,,,,L Pelvic,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,107,13,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,WAE,183,46,,,,,Electroshocking,3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,S. Twin trans. 3,915,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,488,1991,,,L Pelvic,Male,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YEP,123,19,,,,,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,432,1383,,,L Pelvic,,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,YLB,113,,,,,,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,493,2039,,,L Pelvic,,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,203,116,,,,,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BIB,477,1611,,,L Pelvic,Male,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/7/19,S Twin,,BBH,200,111,,,,,Electroshocking,4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,S. Twin trans. 4,900,12.78,,61 F Overcast SW wind 10-15 mph,2019
5/14/19,Center,25401,COC,557,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25403,COC,587,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25404,COC,530,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25405,COC,595,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25406,COC,571,,,,L Pelvic,Male,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,29087,COC,606,,1,,,2019 Recap Male,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25407,COC,592,,,,L Pelvic,Male,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25408,COC,591,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25409,COC,539,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25410,COC,578,,,,,Mirror Missing L Pelvic,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25413,COC,572,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25414,COC,576,,,,L Pelvic,,Electroshocking,1,Center trans. 2,Center trans. 2,43 24.547,95 8.234,1909,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25415,COC,563,,,,L Pelvic,,Electroshocking,2,43 24.490,95 8.396,43 24.727,97 8.556,1044,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25416,COC,659,,,,L Pelvic,,Electroshocking,3,Center trans. 2,Center trans. 2,43 24.727,95 8.390,1123,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25417,COC,593,,,,L Pelvic,,Electroshocking,4,43 23.011,95 8.013,43 23.011,95 8.013,832,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25418,COC,661,,,,L Pelvic,,Electroshocking,4,43 23.011,95 8.013,43 23.011,95 8.013,832,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25419,COC,585,,,,L Pelvic,,Electroshocking,4,43 23.011,95 8.013,43 23.011,95 8.013,832,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25420,COC,597,,,,L Pelvic,,Electroshocking,4,43 23.011,95 8.013,43 23.011,95 8.013,832,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25421,COC,513,,,,L Pelvic,,Electroshocking,4,43 23.011,95 8.013,43 23.011,95 8.013,832,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,25422,COC,542,,,,L Pelvic,,Electroshocking,4,43 23.011,95 8.013,43 23.011,95 8.013,832,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/14/19,Center,,,,,,,,,Electroshocking,5,43 24.516,95 8.092,43 24.516,95 8.092,310,13.89,2.9,Partly Cloudy S wind 10+ mph,2019
5/15/19,Storm,25426,COC,581,,,,L Pelvic,,Electroshocking,1,42 37.560,95 14.008,42 37.606,95 14.149,1096,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,25427,COC,503,,,,L Pelvic,,Electroshocking,1,42 37.560,95 14.008,42 37.606,95 14.149,1096,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,395,870,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,354,564,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,353,483,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WAE,656,1700,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,25425,COC,407,,1,1,L Pelvic,2018 tag loss Cracked O,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,359,,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,351,478,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,321,443,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,324,403,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,SMB,193,100,,,,,Electroshocking,2,Storm trans. 4,Storm trans. 4,Storm trans. 4,Storm trans. 4,900,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,366,558,,,,,Electroshocking,3,Storm trans. 5,Storm trans. 5,Storm trans. 5,Storm trans. 5,904,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,CCF,571,2788,,,,,Electroshocking,3,Storm trans. 5,Storm trans. 5,Storm trans. 5,Storm trans. 5,904,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,25428,COC,545,,1,1,L Pelvic,2018 tag loss,Electroshocking,3,Storm trans. 5,Storm trans. 5,Storm trans. 5,Storm trans. 5,904,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WHB,364,536,,,,,Electroshocking,3,Storm trans. 5,Storm trans. 5,Storm trans. 5,Storm trans. 5,904,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,,WAE,634,3300,,,,photos,Electroshocking,4,Storm trans. 9,Storm trans. 9,Storm trans. 9,Storm trans. 9,933,15.56,,75 F Calm Sunny SSE Wind,2019
5/15/19,Storm,25429,COC,500,,,,L Pelvic,,Electroshocking,4,Storm trans. 9,Storm trans. 9,Storm trans. 9,Storm trans. 9,933,15.56,,75 F Calm Sunny SSE Wind,2019
