Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather,Year
5/31/2017,Center,3983,BIB,428,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3984,BIB,509,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3985,BIB,680,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3986,BIB,626,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3987,BIB,615,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3988,BIB,452,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3989,BIB,495,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3990,BIB,496,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3991,BIB,406,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3992,BIB,522,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3993,BIB,583,.,1,,DORSAL,no previous tag,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3994,BIB,513,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3995,BIB,574,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3996,BIB,484,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3997,BIB,620,.,1,,DORSAL,no previous tag,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3998,BIB,563,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,3999,BIB,535,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4151,BIB,520,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4152,BIB,515,.,1,,DORSAL,no previous tag,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4153,BIB,537,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4154,BIB,611,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4155,BIB,603,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4156,BIB,504,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4157,BIB,539,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4158,BIB,480,.,1,,DORSAL,no previous tag,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4159,BIB,500,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4160,BIB,593,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4161,BIB,501,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4162,BIB,541,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4163,BIB,515,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4164,BIB,576,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4165,BIB,560,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4166,BIB,453,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4167,BIB,455,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4168,BIB,542,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4169,BIB,465,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4170,CAP,481,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4171,CAP,474,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4172,CAP,617,.,.,,RIGHT PECTORAL,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4173,CAP,NA,.,.,,LEFT PELVIC,NO TL,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4174,BIB,495,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4175,BIB,483,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4101,BIB,487,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4102,BIB,524,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4103,BIB,527,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4104,BIB,642,.,1,,DORSAL,no previous tag,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4105,BIB,600,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4106,BIB,666,.,1,,DORSAL,no previous tag,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4107,BIB,480,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4108,BIB,482,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4109,BIB,495,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4110,BIB,500,.,1,,DORSAL,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4111,BIB,535,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4112,BIB,572,.,,1,DORSAL/RIGHT PELVIC,2017 tag loss,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4113,BIB,532,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4114,BIB,501,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4115,BIB,495,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4116,BIB,573,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4117,BIB,501,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4118,BIB,507,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4119,BIB,709,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4120,BIB,596,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4121,BIB,549,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4122,BIB,440,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4123,BIB,487,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4124,BIB,557,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4125,BIB,450,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4176,BIB,507,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4177,BIB,503,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4178,BIB,436,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4179,BIB,438,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4180,BIB,430,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4181,BIB,554,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4182,BIB,533,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4183,BIB,510,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4184,BIB,584,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4185,BIB,521,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4186,BIB,485,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4187,BIB,587,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4188,CAP,593,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4189,CAP,619,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4190,CAP,616,.,.,,LEFT PECTORAL ,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4191,CAP,684,.,.,,.,.,EF,2,NE Slough,,Rock Barrier,,4320,17.5,,N 5-10,2017
5/31/2017,Center,4192,BIB,NA,.,1,,DORSAL,NO TL - no previous tag,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4193,BIB,576,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4194,BIB,469,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4195,BIB,625,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4196,BIB,565,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4197,BIB,556,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4198,BIB,432,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4199,BIB,490,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4200,BIB,599,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4126,BIB,452,.,1,,DORSAL,no previous tag,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4127,BIB,503,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4128,BIB,562,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4129,BIB,621,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4130,BIB,461,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4131,BIB,591,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4132,BIB,595,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4133,BIB,597,.,1,,DORSAL,no previous tag,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4134,BIB,514,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4135,BIB,480,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4136,BIB,510,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4137,BIB,520,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4138,BIB,429,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,465,BIB,551,.,1,,TAG - RIGHT PELVIC - DORSAL,2017 recap,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4139,BIB,668,.,1,,DORSAL,no previous tag,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4140,BIB,563,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4141,BIB,580,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4142,BIB,534,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4143,BIB,454,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4144,BIB,609,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4145,BIB,470,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4146,BIB,486,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4147,BIB,457,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4148,BIB,537,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4149,BIB,488,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4150,BIB,439,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4976,BIB,509,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4977,BIB,611,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4978,BIB,533,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4979,BIB,475,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4980,BIB,550,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4981,BIB,461,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4982,BIB,454,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4983,BIB,555,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4984,BIB,527,.,.,,.,.,EF,ISLAND_1,SUNKEN ISLAND,,SUNKEN ISLAND,,720,17.5,,N 5-10,2017
5/31/2017,Center,4985,BIB,595,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4986,BIB,488,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4987,BIB,583,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4988,BIB,486,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4989,BIB,540,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4990,BIB,739,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4991,BIB,477,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4992,BIB,492,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4993,BIB,474,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4994,BIB,492,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4995,BIB,508,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4996,BIB,526,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4997,BIB,572,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4998,BIB,655,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4999,BIB,520,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,5000,BIB,498,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4051,BIB,489,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4052,BIB,538,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4053,BIB,481,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4054,BIB,475,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4055,BIB,465,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4056,BIB,588,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4057,BIB,515,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4058,BIB,549,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4059,BIB,553,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4060,BIB,495,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4061,BIB,475,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4062,BIB,498,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4063,BIB,617,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4064,BIB,590,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4065,BIB,593,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4066,BIB,549,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4067,BIB,448,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4068,BIB,636,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4069,BIB,580,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4070,BIB,491,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4071,BIB,613,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4072,BIB,502,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4073,BIB,617,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4074,BIB,484,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4075,BIB,490,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4026,BIB,530,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4027,BIB,495,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4028,BIB,515,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4029,BIB,623,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4030,BIB,476,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4032,BIB,421,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4033,BIB,541,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4034,BIB,480,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4035,BIB,487,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4036,BIB,463,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4037,BIB,492,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4038,BIB,481,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4039,BIB,481,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4040,BIB,492,.,.,,.,.,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
5/31/2017,Center,4041,BIB,490,.,1,,DORSAL,no previous tag,EF,ISLAND_2,SUNKEN ISLAND,,SUNKEN ISLAND,,1380,17.5,,N 5-10,2017
