Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather,Year
6/1/2017,Center,4414,BIB,625,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4415,BIB,527,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4416,BIB,540,.,1,,DORSAL,no previous tag,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4417,BIB,482,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4418,BIB,612,.,1,,DORSAL,no previous tag,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4419,BIB,503,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4420,BIB,698,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4421,BIB,544,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4422,BIB,509,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4423,BIB,545,.,1,,DORSAL,no previous tag,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4424,BIB,507,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4425,BIB,491,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4201,BIB,488,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4202,BIB,533,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4203,BIB,497,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4204,BIB,620,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4205,BIB,494,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4206,BIB,476,.,.,,.,BOTH PELVIC NATURALLY MISSING,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4207,BIB,523,.,.,,.,NATURALLY MISSING LEFT PELVIC,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4208,BIB,508,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4209,BIB,451,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4210,BIB,501,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4211,BIB,418,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4212,BIB,508,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4213,BIB,495,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4214,BIB,478,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4215,BIB,423,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4216,BIB,487,.,1,,DORSAL,no previous tag,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4217,BIB,487,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4218,BIB,461,.,.,,.,MISSING LEFT GILLPLATE,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4219,BIB,480,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4220,BIB,461,.,1,,DORSAL,no previous tag,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4221,BIB,550,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4222,BIB,487,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4325,BIB,494,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4223,BIB,421,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4224,BIB,462,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4225,BIB,500,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4226,BIB,512,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4227,CAP,561,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4228,CAP,446,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4229,CAP,473,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4230,CAP,462,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4231,CAP,443,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4232,CAP,489,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4233,CAP,480,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4234,CAP,569,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4235,CAP,468,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4236,CAP,460,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4237,CAP,480,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4238,CAP,476,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4239,CAP,558,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4240,CAP,422,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4241,CAP,380,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4242,CAP,533,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4243,CAP,482,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4244,CAP,450,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4245,CAP,493,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/1/2017,Center,4246,CAP,477,.,.,,.,.,EF,7,ROCK BARRIER,,SW CORNER,,1142,,,5,2017
6/2/2017,Center,4247,BIB,488,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4248,BIB,439,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4249,BIB,437,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4250,BIB,465,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4328,BIB,608,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4251,BIB,512,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,3997,BIB,614,.,1,,TAG/RIGHT PELVIC,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4252,BIB,634,.,1,,DORSAL,no previous tag,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4253,BIB,470,.,1,,DORSAL,no previous tag,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4254,BIB,475,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4255,BIB,433,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4256,BIB,477,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4275,BIB,667,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4257,BIB,503,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4258,BIB,459,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4259,BIB,408,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4260,BIB,463,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4261,BIB,497,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4262,BIB,551,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4263,BIB,481,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4264,BIB,522,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4265,BIB,498,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4266,BIB,424,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4267,BIB,449,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4268,BIB,535,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4269,BIB,481,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4270,BIB,640,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4271,BIB,538,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4272,BIB,464,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4273,BIB,435,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4274,BIB,486,.,1,,DORSAL,no previous tag,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4276,BIB,504,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4277,BIB,520,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4278,BIB,479,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4279,BIB,469,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4280,BIB,512,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4281,BIB,486,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4282,BIB,654,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4283,BIB,436,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4284,BIB,512,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4285,BIB,592,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4286,BIB,407,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4495,BIB,479,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4287,BIB,431,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,412,BIB,770,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4288,BIB,473,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4289,BIB,431,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4290,BIB,501,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4291,BIB,413,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4292,BIB,430,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4293,BIB,422,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4294,BIB,497,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4295,BIB,520,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4296,BIB,515,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4297,BIB,452,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4298,BIB,481,.,1,,DORSAL,no previous tag,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4299,BIB,582,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4300,BIB,416,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4501,BIB,594,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4502,BIB,443,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4503,CAP,405,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4504,CAP,471,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4505,CAP,450,.,.,,.,.,EF,Bar_1,.,,.,,528,,,5,2017
6/2/2017,Center,4506,BIB,518,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4507,BIB,508,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4508,BIB,421,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4509,BIB,426,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4510,BIB,538,.,1,,DORSAL,no previous tag,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4511,BIB,421,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4512,BIB,484,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4513,BIB,498,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4514,BIB,490,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4515,BIB,425,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4516,BIB,621,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4517,BIB,485,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4518,BIB,501,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4519,BIB,423,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4520,BIB,435,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4521,BIB,594,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4522,BIB,525,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4523,BIB,477,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4524,BIB,651,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4525,BIB,437,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4526,BIB,510,.,.,,.,RIGHT PELVIC NAT MISSING,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4527,BIB,414,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4528,BIB,491,.,1,,DORSAL,no previous tag,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4529,BIB,452,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4530,BIB,487,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4531,BIB,482,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4532,BIB,565,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4166,BIB,457,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4533,BIB,564,.,1,,DORSAL,no previous tag,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4534,BIB,609,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4535,BIB,636,.,1,,DORSAL,no previous tag,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4536,BIB,482,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4537,BIB,424,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4538,BIB,546,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4539,BIB,423,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4540,BIB,452,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4026,BIB,523,.,1,,TAG/RIGHT PELVIC/DORSAL,2017 recap,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4541,BIB,431,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4999,BIB,506,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4542,BIB,651,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4543,BIB,484,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4544,BIB,435,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4545,BIB,514,.,1,,DORSAL,no previous tag,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4546,BIB,390,.,.,,.,TAGGED LEFT OPERCLE,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4304,BIB,511,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4547,BIB,494,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4548,BIB,622,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4549,BIB,555,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4550,BIB,477,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4551,BIB,429,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4552,BIB,427,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4553,BIB,432,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4554,BIB,651,.,1,,DORSAL,no previous tag,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4555,BIB,463,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4556,BIB,594,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4557,BIB,509,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4558,BIB,582,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4559,BIB,480,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4560,BIB,434,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4561,BIB,619,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4562,BIB,430,.,.,,.,TAGGED LEFT OPERCLE,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4563,BIB,454,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4564,BIB,463,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4565,BIB,533,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4566,BIB,446,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4406,BIB,569,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4567,BIB,415,.,.,,.,TAGGED LEFT OPERCLE,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4568,BIB,415,.,.,,.,TAGGED LEFT OPERCLE,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4569,BIB,584,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4570,BIB,500,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4571,BIB,507,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4572,BIB,489,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4573,BIB,692,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4574,BIB,656,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4575,BIB,475,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4576,BIB,426,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4577,BIB,498,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4578,BIB,395,.,.,,.,TAGGED LEFT OPERCLE,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4579,BIB,446,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4580,CAP,443,.,.,,.,.,EF,Bar_2,.,,.,,576,,,5,2017
6/2/2017,Center,4581,BIB,476,.,1,,DORSAL,no previous tag,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4582,BIB,486,.,1,,DORSAL,no previous tag,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4583,BIB,471,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4493,BIB,595,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4584,BIB,489,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4182,BIB,534,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4585,BIB,556,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4586,BIB,535,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,3955,BIB,582,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4587,BIB,588,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4588,BIB,567,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4589,BIB,492,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4590,BIB,454,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4591,BIB,653,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4592,BIB,516,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4593,BIB,555,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4594,BIB,497,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4595,BIB,545,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4596,BIB,486,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4597,BIB,651,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4598,BIB,563,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4599,BIB,417,.,.,,.,TAGGED LEFT OPERCLE,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4600,BIB,512,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4601,BIB,622,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4602,BIB,587,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4603,BIB,468,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4604,BIB,561,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4131,BIB,590,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4606,BIB,512,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4607,BIB,647,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4608,BIB,475,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4609,BIB,604,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4610,BIB,614,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4611,BIB,505,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
