"Date","Lake","TAG.NUMBER","Species","Length..mm.","Tag.Loss","Gear","Year","detect"
2018-05-01,"Blue","7511","COC",428,NA,"Electroshocking","2018",1
2018-05-01,"Blue","7864","COC",430,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10101","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10102","COC",342,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10103","COC",336,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10104","COC",340,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10106","COC",332,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10107","COC",398,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10108","COC",462,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10109","COC",410,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10110","COC",370,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10112","COC",362,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10113","COC",402,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10114","COC",358,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10115","COC",400,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10116","COC",366,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10117","COC",586,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10118","COC",352,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10119","COC",354,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10120","COC",374,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10121","COC",400,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10122","COC",387,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10123","COC",368,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10124","COC",392,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10125","COC",396,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10126","COC",404,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10127","COC",398,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10128","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10129","COC",534,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10130","COC",400,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10131","COC",386,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10132","COC",374,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10133","COC",392,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10134","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10135","COC",398,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10136","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10137","COC",376,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10138","COC",368,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10139","COC",378,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10140","COC",344,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10141","COC",360,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10142","COC",362,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10143","COC",336,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10144","COC",360,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10145","COC",470,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10146","COC",668,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10147","COC",482,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10148","COC",366,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10149","COC",416,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10150","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10151","COC",352,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10152","COC",382,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10153","COC",410,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10154","COC",360,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10155","COC",356,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10156","COC",330,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10157","COC",350,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10158","COC",362,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10159","COC",396,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10160","COC",390,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10161","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10162","COC",408,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10163","COC",416,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10164","COC",458,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10165","COC",346,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10166","COC",362,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10167","COC",370,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10168","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10169","COC",422,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10170","COC",394,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10171","COC",488,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10172","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10173","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10174","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10175","COC",384,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10176","COC",366,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10177","COC",370,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10178","COC",460,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10179","COC",384,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10180","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10181","COC",386,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10182","COC",380,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10183","COC",360,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10184","COC",370,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10185","COC",414,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10186","COC",554,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10187","COC",382,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10188","COC",376,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10189","COC",388,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10190","COC",376,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10191","COC",342,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10192","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10193","COC",374,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10194","COC",360,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10195","COC",364,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10196","COC",376,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10197","COC",430,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10198","COC",388,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10199","COC",362,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10200","COC",382,NA,"Electroshocking","2018",1
2018-05-01,"Blue","10201","COC",350,NA,"Electroshocking","2018",1
2018-05-01,"Blue","17711","COC",369,NA,"Electroshocking","2018",1
2018-05-01,"N Twin","929","BIB",NA,NA,"Seine","2018",1
2018-05-01,"N Twin","1601","BIB",419,NA,"Seine","2018",1
2018-05-01,"N Twin","1613","BIB",422,NA,"Seine","2018",1
2018-05-01,"N Twin","1623","BIB",447,NA,"Seine","2018",1
2018-05-01,"N Twin","1677","BIB",437,NA,"Seine","2018",1
2018-05-01,"N Twin","1727","BIB",650,NA,"Seine","2018",1
2018-05-01,"N Twin","5030","BIB",765,NA,"Seine","2018",1
2018-05-01,"N Twin","5426","BIB",724,NA,"Seine","2018",1
2018-05-01,"N Twin","5559","BIB",678,NA,"Seine","2018",1
2018-05-01,"N Twin","5580","BIB",643,NA,"Seine","2018",1
2018-05-01,"N Twin","5612","BIB",457,NA,"Seine","2018",1
2018-05-01,"N Twin","5621","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","5629","BIB",495,NA,"Seine","2018",1
2018-05-01,"N Twin","6367","BIB",605,NA,"Seine","2018",1
2018-05-01,"N Twin","6374","BIB",699,NA,"Seine","2018",1
2018-05-01,"N Twin","6377","BIB",556,NA,"Seine","2018",1
2018-05-01,"N Twin","6380","BIB",585,NA,"Seine","2018",1
2018-05-01,"N Twin","6398","BIB",750,NA,"Seine","2018",1
2018-05-01,"N Twin","6434","BIB",483,NA,"Seine","2018",1
2018-05-01,"N Twin","6484","BIB",455,NA,"Seine","2018",1
2018-05-01,"N Twin","6573","BIB",768,NA,"Seine","2018",1
2018-05-01,"N Twin","6664","BIB",668,NA,"Seine","2018",1
2018-05-01,"N Twin","6717","BIB",734,NA,"Seine","2018",1
2018-05-01,"N Twin","6724","BIB",432,NA,"Seine","2018",1
2018-05-01,"N Twin","6725","BIB",665,NA,"Seine","2018",1
2018-05-01,"N Twin","6759","BIB",643,NA,"Seine","2018",1
2018-05-01,"N Twin","6807","BIB",394,NA,"Seine","2018",1
2018-05-01,"N Twin","11301","BIB",739,NA,"Seine","2018",1
2018-05-01,"N Twin","11302","BIB",737,NA,"Seine","2018",1
2018-05-01,"N Twin","11303","BIB",437,NA,"Seine","2018",1
2018-05-01,"N Twin","11304","BIB",714,NA,"Seine","2018",1
2018-05-01,"N Twin","11305","BIB",752,NA,"Seine","2018",1
2018-05-01,"N Twin","11306","BIB",620,NA,"Seine","2018",1
2018-05-01,"N Twin","11307","BIB",650,NA,"Seine","2018",1
2018-05-01,"N Twin","11308","BIB",678,NA,"Seine","2018",1
2018-05-01,"N Twin","11309","BIB",716,NA,"Seine","2018",1
2018-05-01,"N Twin","11310","BIB",683,NA,"Seine","2018",1
2018-05-01,"N Twin","11311","BIB",737,NA,"Seine","2018",1
2018-05-01,"N Twin","11312","BIB",714,NA,"Seine","2018",1
2018-05-01,"N Twin","11313","BIB",739,NA,"Seine","2018",1
2018-05-01,"N Twin","11314","BIB",709,NA,"Seine","2018",1
2018-05-01,"N Twin","11315","BIB",762,NA,"Seine","2018",1
2018-05-01,"N Twin","11316","BIB",734,NA,"Seine","2018",1
2018-05-01,"N Twin","11317","BIB",660,NA,"Seine","2018",1
2018-05-01,"N Twin","11318","BIB",640,NA,"Seine","2018",1
2018-05-01,"N Twin","11319","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","11320","BIB",688,NA,"Seine","2018",1
2018-05-01,"N Twin","11321","BIB",635,NA,"Seine","2018",1
2018-05-01,"N Twin","11322","BIB",742,NA,"Seine","2018",1
2018-05-01,"N Twin","11323","BIB",772,NA,"Seine","2018",1
2018-05-01,"N Twin","11324","BIB",668,NA,"Seine","2018",1
2018-05-01,"N Twin","11325","BIB",757,NA,"Seine","2018",1
2018-05-01,"N Twin","11326","BIB",696,NA,"Seine","2018",1
2018-05-01,"N Twin","11327","BIB",709,NA,"Seine","2018",1
2018-05-01,"N Twin","11328","BIB",630,NA,"Seine","2018",1
2018-05-01,"N Twin","11329","BIB",658,NA,"Seine","2018",1
2018-05-01,"N Twin","11330","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","11331","BIB",714,NA,"Seine","2018",1
2018-05-01,"N Twin","11332","BIB",632,NA,"Seine","2018",1
2018-05-01,"N Twin","11333","BIB",706,NA,"Seine","2018",1
2018-05-01,"N Twin","11334","BIB",759,NA,"Seine","2018",1
2018-05-01,"N Twin","11335","BIB",605,NA,"Seine","2018",1
2018-05-01,"N Twin","11336","BIB",780,NA,"Seine","2018",1
2018-05-01,"N Twin","11337","BIB",472,NA,"Seine","2018",1
2018-05-01,"N Twin","11338","BIB",754,NA,"Seine","2018",1
2018-05-01,"N Twin","11339","BIB",691,NA,"Seine","2018",1
2018-05-01,"N Twin","11340","BIB",701,NA,"Seine","2018",1
2018-05-01,"N Twin","11341","BIB",749,NA,"Seine","2018",1
2018-05-01,"N Twin","11342","BIB",701,NA,"Seine","2018",1
2018-05-01,"N Twin","11343","BIB",815,NA,"Seine","2018",1
2018-05-01,"N Twin","11344","BIB",726,NA,"Seine","2018",1
2018-05-01,"N Twin","11345","BIB",643,NA,"Seine","2018",1
2018-05-01,"N Twin","11346","BIB",739,NA,"Seine","2018",1
2018-05-01,"N Twin","11347","BIB",754,NA,"Seine","2018",1
2018-05-01,"N Twin","11348","BIB",432,NA,"Seine","2018",1
2018-05-01,"N Twin","11349","BIB",724,NA,"Seine","2018",1
2018-05-01,"N Twin","11351","BIB",732,NA,"Seine","2018",1
2018-05-01,"N Twin","11352","BIB",455,NA,"Seine","2018",1
2018-05-01,"N Twin","11353","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","11354","BIB",655,NA,"Seine","2018",1
2018-05-01,"N Twin","11355","BIB",597,NA,"Seine","2018",1
2018-05-01,"N Twin","11356","BIB",450,NA,"Seine","2018",1
2018-05-01,"N Twin","11357","BIB",696,NA,"Seine","2018",1
2018-05-01,"N Twin","11358","BIB",770,NA,"Seine","2018",1
2018-05-01,"N Twin","11359","BIB",726,NA,"Seine","2018",1
2018-05-01,"N Twin","11360","BIB",693,NA,"Seine","2018",1
2018-05-01,"N Twin","11361","BIB",737,NA,"Seine","2018",1
2018-05-01,"N Twin","11362","BIB",732,NA,"Seine","2018",1
2018-05-01,"N Twin","11363","BIB",457,NA,"Seine","2018",1
2018-05-01,"N Twin","11364","BIB",691,NA,"Seine","2018",1
2018-05-01,"N Twin","11365","BIB",729,NA,"Seine","2018",1
2018-05-01,"N Twin","11366","BIB",765,NA,"Seine","2018",1
2018-05-01,"N Twin","11367","BIB",635,NA,"Seine","2018",1
2018-05-01,"N Twin","11368","BIB",625,NA,"Seine","2018",1
2018-05-01,"N Twin","11369","BIB",739,NA,"Seine","2018",1
2018-05-01,"N Twin","11370","BIB",681,NA,"Seine","2018",1
2018-05-01,"N Twin","11371","BIB",645,NA,"Seine","2018",1
2018-05-01,"N Twin","11372","BIB",622,NA,"Seine","2018",1
2018-05-01,"N Twin","11373","BIB",490,NA,"Seine","2018",1
2018-05-01,"N Twin","11374","BIB",739,NA,"Seine","2018",1
2018-05-01,"N Twin","11375","BIB",721,NA,"Seine","2018",1
2018-05-01,"N Twin","11376","BIB",671,NA,"Seine","2018",1
2018-05-01,"N Twin","11377","BIB",699,NA,"Seine","2018",1
2018-05-01,"N Twin","11378","BIB",704,NA,"Seine","2018",1
2018-05-01,"N Twin","11379","BIB",640,NA,"Seine","2018",1
2018-05-01,"N Twin","11380","BIB",719,NA,"Seine","2018",1
2018-05-01,"N Twin","11381","BIB",526,NA,"Seine","2018",1
2018-05-01,"N Twin","11382","BIB",765,NA,"Seine","2018",1
2018-05-01,"N Twin","11383","BIB",658,NA,"Seine","2018",1
2018-05-01,"N Twin","11384","BIB",681,NA,"Seine","2018",1
2018-05-01,"N Twin","11385","BIB",665,NA,"Seine","2018",1
2018-05-01,"N Twin","11386","BIB",645,NA,"Seine","2018",1
2018-05-01,"N Twin","11387","BIB",696,NA,"Seine","2018",1
2018-05-01,"N Twin","11388","BIB",765,NA,"Seine","2018",1
2018-05-01,"N Twin","11389","BIB",787,NA,"Seine","2018",1
2018-05-01,"N Twin","11390","BIB",635,NA,"Seine","2018",1
2018-05-01,"N Twin","11391","BIB",561,NA,"Seine","2018",1
2018-05-01,"N Twin","11392","BIB",625,NA,"Seine","2018",1
2018-05-01,"N Twin","11393","BIB",734,NA,"Seine","2018",1
2018-05-01,"N Twin","11394","BIB",483,NA,"Seine","2018",1
2018-05-01,"N Twin","11395","BIB",653,NA,"Seine","2018",1
2018-05-01,"N Twin","11396","BIB",676,NA,"Seine","2018",1
2018-05-01,"N Twin","11397","BIB",460,NA,"Seine","2018",1
2018-05-01,"N Twin","11398","BIB",683,NA,"Seine","2018",1
2018-05-01,"N Twin","11399","BIB",688,NA,"Seine","2018",1
2018-05-01,"N Twin","11400","BIB",589,NA,"Seine","2018",1
2018-05-01,"N Twin","13227","BIB",709,NA,"Seine","2018",1
2018-05-01,"N Twin","13250","BIB",660,NA,"Seine","2018",1
2018-05-01,"N Twin","13261","BIB",707,NA,"Seine","2018",1
2018-05-01,"N Twin","13265","BIB",665,NA,"Seine","2018",1
2018-05-01,"N Twin","13266","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","14201","COC",681,NA,"Seine","2018",1
2018-05-01,"N Twin","14213","BIB",594,NA,"Seine","2018",1
2018-05-01,"N Twin","14214","BIB",554,NA,"Seine","2018",1
2018-05-01,"N Twin","14215","BIB",592,NA,"Seine","2018",1
2018-05-01,"N Twin","14216","BIB",632,NA,"Seine","2018",1
2018-05-01,"N Twin","14217","BIB",584,NA,"Seine","2018",1
2018-05-01,"N Twin","14218","BIB",615,NA,"Seine","2018",1
2018-05-01,"N Twin","14219","BIB",678,NA,"Seine","2018",1
2018-05-01,"N Twin","14220","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","14221","BIB",732,NA,"Seine","2018",1
2018-05-01,"N Twin","14222","BIB",686,NA,"Seine","2018",1
2018-05-01,"N Twin","14223","BIB",627,NA,"Seine","2018",1
2018-05-01,"N Twin","14224","BIB",447,NA,"Seine","2018",1
2018-05-01,"N Twin","14225","BIB",587,NA,"Seine","2018",1
2018-05-01,"N Twin","14226","BIB",724,NA,"Seine","2018",1
2018-05-01,"N Twin","14227","BIB",404,NA,"Seine","2018",1
2018-05-01,"N Twin","14228","BIB",432,NA,"Seine","2018",1
2018-05-01,"N Twin","14229","BIB",693,NA,"Seine","2018",1
2018-05-01,"N Twin","14230","BIB",655,NA,"Seine","2018",1
2018-05-01,"N Twin","14231","BIB",607,NA,"Seine","2018",1
2018-05-01,"N Twin","14232","BIB",663,NA,"Seine","2018",1
2018-05-01,"N Twin","14233","BIB",757,NA,"Seine","2018",1
2018-05-01,"N Twin","14234","BIB",673,NA,"Seine","2018",1
2018-05-01,"N Twin","14235","BIB",711,NA,"Seine","2018",1
2018-05-01,"N Twin","14236","BIB",668,NA,"Seine","2018",1
2018-05-01,"N Twin","14237","BIB",594,NA,"Seine","2018",1
2018-05-01,"N Twin","14238","BIB",683,NA,"Seine","2018",1
2018-05-01,"N Twin","14239","BIB",594,NA,"Seine","2018",1
2018-05-01,"N Twin","14240","BIB",594,NA,"Seine","2018",1
2018-05-01,"N Twin","14241","BIB",452,NA,"Seine","2018",1
2018-05-01,"N Twin","14242","BIB",439,NA,"Seine","2018",1
2018-05-01,"N Twin","14243","BIB",610,NA,"Seine","2018",1
2018-05-01,"N Twin","14244","BIB",724,NA,"Seine","2018",1
2018-05-01,"N Twin","14245","BIB",752,NA,"Seine","2018",1
2018-05-01,"N Twin","14246","BIB",445,NA,"Seine","2018",1
2018-05-01,"N Twin","14247","BIB",640,NA,"Seine","2018",1
2018-05-01,"N Twin","14248","BIB",724,NA,"Seine","2018",1
2018-05-01,"N Twin","14249","BIB",701,NA,"Seine","2018",1
2018-05-01,"N Twin","14250","BIB",503,NA,"Seine","2018",1
2018-05-01,"N Twin","14252","BIB",709,NA,"Seine","2018",1
2018-05-01,"N Twin","14253","BIB",777,NA,"Seine","2018",1
2018-05-01,"N Twin","14254","BIB",681,NA,"Seine","2018",1
2018-05-01,"N Twin","14255","BIB",653,NA,"Seine","2018",1
2018-05-01,"N Twin","14256","BIB",714,NA,"Seine","2018",1
2018-05-01,"N Twin","14257","BIB",762,NA,"Seine","2018",1
2018-05-01,"N Twin","14259","BIB",683,NA,"Seine","2018",1
2018-05-01,"N Twin","14260","BIB",485,NA,"Seine","2018",1
2018-05-01,"N Twin","14261","BIB",726,NA,"Seine","2018",1
2018-05-01,"N Twin","14262","BIB",721,NA,"Seine","2018",1
2018-05-01,"N Twin","14263","BIB",699,NA,"Seine","2018",1
2018-05-01,"N Twin","14264","BIB",752,NA,"Seine","2018",1
2018-05-01,"N Twin","14265","BIB",640,NA,"Seine","2018",1
2018-05-01,"N Twin","14266","BIB",663,NA,"Seine","2018",1
2018-05-01,"N Twin","14267","BIB",737,NA,"Seine","2018",1
2018-05-01,"N Twin","14268","BIB",765,NA,"Seine","2018",1
2018-05-01,"N Twin","14269","BIB",772,NA,"Seine","2018",1
2018-05-01,"N Twin","14270","COC",719,NA,"Seine","2018",1
2018-05-01,"N Twin","14271","BIB",706,NA,"Seine","2018",1
2018-05-01,"N Twin","14272","BIB",762,NA,"Seine","2018",1
2018-05-01,"N Twin","14273","BIB",826,NA,"Seine","2018",1
2018-05-01,"N Twin","14274","BIB",549,NA,"Seine","2018",1
2018-05-01,"N Twin","14275","BIB",772,NA,"Seine","2018",1
2018-05-01,"N Twin","14276","BIB",711,NA,"Seine","2018",1
2018-05-01,"N Twin","14277","BIB",775,NA,"Seine","2018",1
2018-05-01,"N Twin","14278","BIB",701,NA,"Seine","2018",1
2018-05-01,"N Twin","14279","BIB",643,NA,"Seine","2018",1
2018-05-01,"N Twin","14280","BIB",770,NA,"Seine","2018",1
2018-05-01,"N Twin","14281","BIB",714,NA,"Seine","2018",1
2018-05-01,"N Twin","14282","BIB",732,NA,"Seine","2018",1
2018-05-01,"N Twin","14283","BIB",729,NA,"Seine","2018",1
2018-05-01,"N Twin","14284","BIB",780,NA,"Seine","2018",1
2018-05-01,"N Twin","14285","BIB",747,NA,"Seine","2018",1
2018-05-01,"N Twin","14286","BIB",800,NA,"Seine","2018",1
2018-05-01,"N Twin","14287","BIB",714,NA,"Seine","2018",1
2018-05-01,"N Twin","14288","BIB",693,NA,"Seine","2018",1
2018-05-01,"N Twin","14289","BIB",688,NA,"Seine","2018",1
2018-05-01,"N Twin","14290","BIB",452,NA,"Seine","2018",1
2018-05-01,"N Twin","14291","BIB",759,NA,"Seine","2018",1
2018-05-01,"N Twin","14292","COC",704,NA,"Seine","2018",1
2018-05-01,"N Twin","14293","BIB",706,NA,"Seine","2018",1
2018-05-01,"N Twin","14294","BIB",676,NA,"Seine","2018",1
2018-05-01,"N Twin","14295","BIB",688,NA,"Seine","2018",1
2018-05-01,"N Twin","14296","BIB",709,NA,"Seine","2018",1
2018-05-01,"N Twin","14297","BIB",810,NA,"Seine","2018",1
2018-05-01,"N Twin","14298","BIB",711,NA,"Seine","2018",1
2018-05-01,"N Twin","14299","BIB",744,NA,"Seine","2018",1
2018-05-01,"N Twin","14300","BIB",719,NA,"Seine","2018",1
2018-05-01,"N Twin","14422","BIB",691,NA,"Seine","2018",1
2018-05-01,"N Twin","14423","BIB",701,NA,"Seine","2018",1
2018-05-01,"N Twin","14424","BIB",632,NA,"Seine","2018",1
2018-05-01,"N Twin","14425","BIB",757,NA,"Seine","2018",1
2018-05-01,"N Twin","14426","BIB",701,NA,"Seine","2018",1
2018-05-01,"N Twin","14427","BIB",716,NA,"Seine","2018",1
2018-05-01,"N Twin","14428","BIB",704,NA,"Seine","2018",1
2018-05-01,"N Twin","14429","BIB",739,NA,"Seine","2018",1
2018-05-01,"N Twin","14430","BIB",721,NA,"Seine","2018",1
2018-05-01,"N Twin","14431","COC",653,NA,"Seine","2018",1
2018-05-01,"N Twin","14432","BIB",635,NA,"Seine","2018",1
2018-05-01,"N Twin","14433","BIB",681,NA,"Seine","2018",1
2018-05-01,"N Twin","14434","BIB",752,NA,"Seine","2018",1
2018-05-01,"N Twin","14435","BIB",660,NA,"Seine","2018",1
2018-05-01,"N Twin","14436","BIB",754,NA,"Seine","2018",1
2018-05-01,"N Twin","14437","BIB",668,NA,"Seine","2018",1
2018-05-01,"N Twin","14438","BIB",460,NA,"Seine","2018",1
2018-05-01,"N Twin","14439","COC",528,NA,"Seine","2018",1
2018-05-01,"N Twin","14440","BIB",582,NA,"Seine","2018",1
2018-05-01,"N Twin","14441","BIB",737,NA,"Seine","2018",1
2018-05-01,"N Twin","14442","BIB",757,NA,"Seine","2018",1
2018-05-01,"N Twin","14443","BIB",711,NA,"Seine","2018",1
2018-05-01,"N Twin","14444","BIB",587,NA,"Seine","2018",1
2018-05-01,"N Twin","14445","BIB",719,NA,"Seine","2018",1
2018-05-01,"N Twin","14446","BIB",716,NA,"Seine","2018",1
2018-05-01,"N Twin","14447","BIB",356,NA,"Seine","2018",1
2018-05-01,"N Twin","14448","BIB",457,NA,"Seine","2018",1
2018-05-01,"N Twin","14449","BIB",655,NA,"Seine","2018",1
2018-05-01,"N Twin","14450","BIB",648,NA,"Seine","2018",1
2018-05-01,"N Twin","14451","BIB",498,NA,"Seine","2018",1
2018-05-01,"N Twin","14452","COC",566,NA,"Seine","2018",1
2018-05-01,"N Twin","14453","BIB",691,NA,"Seine","2018",1
2018-05-01,"N Twin","14454","BIB",462,NA,"Seine","2018",1
2018-05-01,"N Twin","14455","COC",566,NA,"Seine","2018",1
2018-05-01,"N Twin","14456","BIB",582,NA,"Seine","2018",1
2018-05-01,"N Twin","14457","COC",564,NA,"Seine","2018",1
2018-05-01,"N Twin","14458","BIB",467,NA,"Seine","2018",1
2018-05-01,"N Twin","14459","COC",528,NA,"Seine","2018",1
2018-05-01,"N Twin","14460","COC",559,NA,"Seine","2018",1
2018-05-01,"N Twin","14462","BIB",495,NA,"Seine","2018",1
2018-05-01,"N Twin","14463","BIB",460,NA,"Seine","2018",1
2018-05-01,"N Twin","14464","BIB",610,NA,"Seine","2018",1
2018-05-01,"N Twin","14465","BIB",610,NA,"Seine","2018",1
2018-05-01,"N Twin","14465","COC",691,NA,"Seine","2018",1
2018-05-01,"N Twin","14466","BIB",427,NA,"Seine","2018",1
2018-05-01,"N Twin","14467","BIB",622,NA,"Seine","2018",1
2018-05-01,"N Twin","14468","BIB",470,NA,"Seine","2018",1
2018-05-01,"N Twin","14469","BIB",663,NA,"Seine","2018",1
2018-05-01,"N Twin","14470","COC",582,NA,"Seine","2018",1
2018-05-01,"N Twin","14471","BIB",660,NA,"Seine","2018",1
2018-05-01,"N Twin","14472","BIB",589,NA,"Seine","2018",1
2018-05-01,"N Twin","14473","BIB",640,NA,"Seine","2018",1
2018-05-01,"N Twin","14474","BIB",620,NA,"Seine","2018",1
2018-05-01,"N Twin","14475","BIB",663,NA,"Seine","2018",1
2018-05-01,"N Twin","14476","BIB",663,NA,"Seine","2018",1
2018-05-01,"N Twin","14477","BIB",505,NA,"Seine","2018",1
2018-05-01,"N Twin","14478","BIB",498,NA,"Seine","2018",1
2018-05-01,"N Twin","14479","BIB",719,NA,"Seine","2018",1
2018-05-01,"N Twin","14480","BIB",615,NA,"Seine","2018",1
2018-05-01,"N Twin","14481","BIB",508,NA,"Seine","2018",1
2018-05-01,"N Twin","14482","BIB",688,NA,"Seine","2018",1
2018-05-01,"N Twin","14483","BIB",729,NA,"Seine","2018",1
2018-05-01,"N Twin","14484","COC",597,NA,"Seine","2018",1
2018-05-01,"N Twin","14485","BIB",663,NA,"Seine","2018",1
2018-05-01,"N Twin","14486","BIB",648,NA,"Seine","2018",1
2018-05-01,"N Twin","14487","BIB",541,NA,"Seine","2018",1
2018-05-01,"N Twin","14488","BIB",767,NA,"Seine","2018",1
2018-05-01,"N Twin","14489","BIB",732,NA,"Seine","2018",1
2018-05-01,"N Twin","14490","BIB",716,NA,"Seine","2018",1
2018-05-01,"N Twin","14491","BIB",673,NA,"Seine","2018",1
2018-05-01,"N Twin","14492","BIB",612,NA,"Seine","2018",1
2018-05-01,"N Twin","14493","BIB",561,NA,"Seine","2018",1
2018-05-01,"N Twin","14494","BIB",610,NA,"Seine","2018",1
2018-05-01,"N Twin","14496","BIB",726,NA,"Seine","2018",1
2018-05-01,"N Twin","14497","BIB",419,NA,"Seine","2018",1
2018-05-01,"N Twin","14498","BIB",696,NA,"Seine","2018",1
