LOGIT Link Function Parameters of {S(Center(Winter), Center(Open)=NTwin=STwin)  p(g * t)} Chain 1
Index,Parameter,Mean,Standard Dev.,Median,Mode,Jumps(%),Jump Size,2.5th Percntile,5th Percntile,10th Percntile,20th Percntile,80th Percntile,90th Percntile,95th Percntile,97.5th Percntile,80% Lower CI,80% Upper CI,90% Lower CI,90% Upper CI,95% Lower CI,95% Upper CI,
         1,                    ,2.7719383     ,0.4626053     ,2.7097291     ,2.6748019     ,      49.6,   0.35575,2.0774400     ,2.1572713     ,2.2604571     ,2.3923751     ,3.0891767     ,3.3473796     ,3.6172871     ,3.8683747     ,2.1831803     ,3.2176178     ,2.0699681     ,3.4422377     ,1.9555705     ,3.6695772     ,
         2,                    ,-2.4596582    ,1.9849179     ,-2.8328607    ,-3.4687241    ,      43.2,   3.25119,-5.5443221    ,-5.1405392    ,-4.6095556    ,-4.0956934    ,-0.8805292    ,0.4509600     ,1.3968385     ,2.2185054     ,-5.0504821    ,-0.2810100    ,-5.3129573    ,1.0529263     ,-5.8992001    ,1.6444981     ,
         3,                    ,-0.0527737    ,1.7682181     ,-0.0534234    ,0.3067047     ,      41.6,   4.56955,-3.5431387    ,-2.9952373    ,-2.3259015    ,-1.5655209    ,1.4430851     ,2.1921769     ,2.8360442     ,3.4067255     ,-2.2190229    ,2.2690841     ,-3.1765977    ,2.6238340     ,-3.4125278    ,3.4850585     ,
         4,                    ,-0.0649038    ,1.7757484     ,-0.0824803    ,-0.2299609    ,      46.7,   3.85441,-3.4922840    ,-2.9120542    ,-2.3387015    ,-1.5646919    ,1.4346834     ,2.2290897     ,2.8748417     ,3.3587945     ,-2.5121975    ,2.0463461     ,-2.8057176    ,2.9694545     ,-3.4509555    ,3.3607660     ,
         5,                    ,0.0056544     ,1.7785079     ,0.0284296     ,0.0836821     ,      36.7,   5.41737,-3.4469617    ,-2.9797587    ,-2.2746219    ,-1.5216284    ,1.4683812     ,2.2762888     ,2.9365434     ,3.4895334     ,-2.2027041    ,2.3328396     ,-3.0001586    ,2.8880191     ,-3.4469617    ,3.4726812     ,
         6,                    ,-0.0242111    ,1.7066504     ,-0.0082600    ,0.1856184     ,      41.1,   4.56955,-3.3191354    ,-2.8150517    ,-2.2410662    ,-1.4560944    ,1.4261783     ,2.1415691     ,2.7640339     ,3.3236248     ,-2.4095094    ,1.9403718     ,-2.8434818    ,2.7271491     ,-3.3373910    ,3.2472073     ,
         7,                    ,0.0101327     ,1.7373499     ,-0.0500364    ,0.0971842     ,      23.6,   9.02683,-3.2312986    ,-2.7294547    ,-2.1457394    ,-1.4580890    ,1.4482204     ,2.2131476     ,3.0166342     ,3.5846802     ,-2.2353811    ,2.0758870     ,-2.6224867    ,3.0648193     ,-3.2149322    ,3.5846802     ,
         8,                    ,0.0620667     ,1.7160824     ,0.0565563     ,-0.2343666    ,      58.0,   2.74237,-3.3438202    ,-2.7572376    ,-2.1527727    ,-1.3577503    ,1.4787445     ,2.2348046     ,2.8422255     ,3.4467896     ,-2.0636738    ,2.2882822     ,-2.7730080    ,2.8188165     ,-3.1836194    ,3.5412995     ,
         9,                    ,0.0048539     ,1.7759059     ,-0.0234738    ,0.0250318     ,      46.9,   3.85441,-3.3569018    ,-2.8236490    ,-2.2843667    ,-1.5090071    ,1.5047706     ,2.3516881     ,2.9346281     ,3.5508175     ,-2.2694080    ,2.3575522     ,-3.0099077    ,2.7356837     ,-3.4746097    ,3.3903821     ,
        10,                    ,-0.0258653    ,1.7440941     ,-0.0559863    ,-0.5250708    ,      32.2,   6.42250,-3.3549382    ,-2.9057307    ,-2.2576855    ,-1.4991876    ,1.4369167     ,2.2886380     ,2.8670141     ,3.4779337     ,-2.4024524    ,2.0694699     ,-2.7336077    ,3.0126165     ,-3.4580876    ,3.3528880     ,
