facilityID,siteID,name,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,57-74-9,Chlordane,Total,,0.05,mg/kg,False,0.05,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,58-89-9,Lindane,Total,,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,60-57-1,Dieldrin,Total,,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,72-20-8,Endrin,Total,,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,72-43-5,Methoxychlor,Total,,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,72-54-8,"p,p'-DDD",Total,,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,72-55-9,"p,p'-DDE",Total,,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,7421-93-4,Endrin aldehyde,Total,,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,76-44-8,Heptachlor,Total,,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,8001-35-2,Toxaphene,Total,,0.1,mg/kg,False,0.1,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,959-98-8,.alpha.-Endosulfan,Total,,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,11096-82-5,Aroclor 1260,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,11097-69-1,Aroclor 1254,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,11104-28-2,Aroclor 1221,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,11141-16-5,Aroclor 1232,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,12672-29-6,Aroclor 1248,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,12674-11-2,Aroclor 1016,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,53469-21-9,Aroclor 1242,Total,,0.05,mg/kg,False,0.05,,,8082(S),UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-08-29T13:20:00-05:00,AMBLAKE-SHL,7439-97-6,Mercury,Total,,1,mg/kg,False,1,,,EPA 7471A-UHL,UHLLAKESED,Actual,WSED,Sediment,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,PH,pH,Total,,8.4,None,True,,,,4500-H,,Actual,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,TDS,Total dissolved solids,Dissolved,,308,mg/l,True,,,,HYDROLAB,,Calculated,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,7782-44-7,Dissolved oxygen (DO),Total,,7.1,mg/l,True,0.1,,,Unknown,,Actual,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,DEPTH-BOTTOM,"Depth, bottom",Total,,3.4,m,True,,,,Unknown,,Actual,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,1,m,True,0.01,,,Unknown,,Actual,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,TEMP-WATER,"Temperature, water",Total,,14.6,deg C,True,0,,,Unknown,,Actual,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,TFSS,Fixed suspended solids,NonFilt,,5,mg/l,True,1,,,160.4,UHLLAKE,Calculated,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,TVSS,Volatile Suspended Solids,NonFilt,,6,mg/l,True,1,,,160.4,UHLLAKE,Actual,SW,Water,,,CALHOUN,07100006,Lake,
6,22130001,North Twin Lake (maximum water depth),2005-10-10T13:30:00-05:00,AMBLAKE-SHL,TURB,Turbidity,Total,,12,NTU,True,1,,,180.1,UHLLAKE,Actual,SW,Water,,,CALHOUN,07100006,Lake,
