Lake,TAG.NUMBER,Structure,Reader,AgeEst
5 Island,Env182,SectOtolith,Marty,8
5 Island,Env183,SectOtolith,Marty,6
5 Island,Env189,SectOtolith,Marty,12
5 Island,Env235,SectOtolith,Marty,9
5 Island,Env236,SectOtolith,Marty,8
5 Island,Env244,SectOtolith,Marty,18
5 Island,Env246,SectOtolith,Marty,3
5 Island,Env247,SectOtolith,Marty,12
5 Island,Env249,SectOtolith,Marty,4
5 Island,Env250,SectOtolith,Marty,
5 Island,Env254,SectOtolith,Marty,2
5 Island,Env256,SectOtolith,Marty,3
5 Island,Env259,SectOtolith,Marty,5
5 Island,Env265,SectOtolith,Marty,4
5 Island,Env268,SectOtolith,Marty,7
Center,Env101,SectOtolith,Marty,6
Center,Env11,SectOtolith,Marty,7
Center,Env113,SectOtolith,Marty,4
Center,Env131,SectOtolith,Marty,3
Center,Env19,SectOtolith,Marty,7
Center,Env23,SectOtolith,Marty,4
Center,Env3,SectOtolith,Marty,5
Center,Env36,SectOtolith,Marty,4
Center,Env39,SectOtolith,Marty,5
Center,Env44,SectOtolith,Marty,4
Center,Env45,SectOtolith,Marty,6
Center,Env5,SectOtolith,Marty,6
Center,Env51,SectOtolith,Marty,4
Center,Env52,SectOtolith,Marty,8
Center,Env58,SectOtolith,Marty,12
Center,Env59,SectOtolith,Marty,12
Center,Env61,SectOtolith,Marty,8
Center,Env62,SectOtolith,Marty,9
Center,Env63,SectOtolith,Marty,9
Center,Env64,SectOtolith,Marty,10
Center,Env66,SectOtolith,Marty,3
Center,Env71,SectOtolith,Marty,11
Center,Env72,SectOtolith,Marty,7
Center,Env73,SectOtolith,Marty,14
Center,Env74,SectOtolith,Marty,8
Center,Env75,SectOtolith,Marty,5
Center,Env79,SectOtolith,Marty,9
Center,Env8,SectOtolith,Marty,
Center,Env83,SectOtolith,Marty,9
Center,Env89,SectOtolith,Marty,14
Silver,Env100,SectOtolith,Marty,5
Silver,Env101,SectOtolith,Marty,4
Silver,Env107,SectOtolith,Marty,4
Silver,Env121,SectOtolith,Marty,4
Silver,Env123,SectOtolith,Marty,14
Silver,Env13,SectOtolith,Marty,2
Silver,Env137,SectOtolith,Marty,4
Silver,Env14,SectOtolith,Marty,8
Silver,Env140,SectOtolith,Marty,9
Silver,Env141,SectOtolith,Marty,3
Silver,Env142,SectOtolith,Marty,7
Silver,Env15,SectOtolith,Marty,11
Silver,Env18,SectOtolith,Marty,2
Silver,Env19,SectOtolith,Marty,2
Silver,Env2,SectOtolith,Marty,
Silver,Env25,SectOtolith,Marty,10
Silver,Env27,SectOtolith,Marty,4
Silver,Env28,SectOtolith,Marty,13
Silver,Env29,SectOtolith,Marty,15
Silver,Env3,SectOtolith,Marty,9
Silver,Env30,SectOtolith,Marty,3
Silver,Env47,SectOtolith,Marty,3
Silver,Env48,SectOtolith,Marty,4
Silver,Env49,SectOtolith,Marty,4
Silver,Env53,SectOtolith,Marty,10
Silver,Env55,SectOtolith,Marty,4
Silver,Env6,SectOtolith,Marty,
Silver,Env60,SectOtolith,Marty,
Silver,Env61,SectOtolith,Marty,3
Silver,Env63,SectOtolith,Marty,3
Silver,Env66,SectOtolith,Marty,7
Silver,Env67,SectOtolith,Marty,3
Silver,Env82,SectOtolith,Marty,3
Silver,Env84,SectOtolith,Marty,3
Silver,Env87,SectOtolith,Marty,3
Silver,Env89,SectOtolith,Marty,4
Silver,Env93,SectOtolith,Marty,6
Silver,Env94,SectOtolith,Marty,8
Silver,Env97,SectOtolith,Marty,7
Silver,Env99,SectOtolith,Marty,13
5 Island,132,CrackOtolith,Marcus,12
5 Island,146,CrackOtolith,Marcus,12
5 Island,149,CrackOtolith,Marcus,15
5 Island,164,CrackOtolith,Marcus,4
5 Island,167,CrackOtolith,Marcus,11
5 Island,168,CrackOtolith,Marcus,5
5 Island,169,CrackOtolith,Marcus,11
5 Island,172,CrackOtolith,Marcus,5
5 Island,176,CrackOtolith,Marcus,18
5 Island,182,CrackOtolith,Marcus,3
Center,3,CrackOtolith,Marcus,4
Center,19,CrackOtolith,Marcus,7
Center,36,CrackOtolith,Marcus,10
Center,44,CrackOtolith,Marcus,3
Center,51,CrackOtolith,Marcus,4
Center,52,CrackOtolith,Marcus,7
Center,58,CrackOtolith,Marcus,16
Center,59,CrackOtolith,Marcus,12
Center,113,CrackOtolith,Marcus,3
Center,131,CrackOtolith,Marcus,6
Silver,13,CrackOtolith,Marcus,5
Silver,14,CrackOtolith,Marcus,6
Silver,15,CrackOtolith,Marcus,13
Silver,25,CrackOtolith,Marcus,13
Silver,101,CrackOtolith,Marcus,4
Silver,121,CrackOtolith,Marcus,4
Silver,137,CrackOtolith,Marcus,4
Silver,140,CrackOtolith,Marcus,10
Silver,141,CrackOtolith,Marcus,5
Silver,142,CrackOtolith,Marcus,5
5 Island,132,CrackOtolith,Drake,9
5 Island,146,CrackOtolith,Drake,7
5 Island,149,CrackOtolith,Drake,14
5 Island,164,CrackOtolith,Drake,5
5 Island,167,CrackOtolith,Drake,11
5 Island,168,CrackOtolith,Drake,2
5 Island,169,CrackOtolith,Drake,9
5 Island,172,CrackOtolith,Drake,3
5 Island,176,CrackOtolith,Drake,12
5 Island,182,CrackOtolith,Drake,2
Center,3,CrackOtolith,Drake,6
Center,19,CrackOtolith,Drake,3
Center,36,CrackOtolith,Drake,10
Center,44,CrackOtolith,Drake,4
Center,51,CrackOtolith,Drake,3
Center,52,CrackOtolith,Drake,11
Center,58,CrackOtolith,Drake,14
Center,59,CrackOtolith,Drake,8
Center,113,CrackOtolith,Drake,3
Center,131,CrackOtolith,Drake,4
Silver,13,CrackOtolith,Drake,3
Silver,14,CrackOtolith,Drake,4
Silver,15,CrackOtolith,Drake,11
Silver,25,CrackOtolith,Drake,13
Silver,101,CrackOtolith,Drake,2
Silver,121,CrackOtolith,Drake,2
Silver,137,CrackOtolith,Drake,4
Silver,140,CrackOtolith,Drake,8
Silver,141,CrackOtolith,Drake,3
Silver,142,CrackOtolith,Drake,5
5 Island,132,CrackOtolith,Marty,14
5 Island,146,CrackOtolith,Marty,15
5 Island,149,CrackOtolith,Marty,14
5 Island,164,CrackOtolith,Marty,12
5 Island,167,CrackOtolith,Marty,11
5 Island,168,CrackOtolith,Marty,4
5 Island,169,CrackOtolith,Marty,8
5 Island,172,CrackOtolith,Marty,4
5 Island,176,CrackOtolith,Marty,16
5 Island,182,CrackOtolith,Marty,3
Center,3,CrackOtolith,Marty,4
Center,19,CrackOtolith,Marty,6
Center,36,CrackOtolith,Marty,10
Center,44,CrackOtolith,Marty,3
Center,51,CrackOtolith,Marty,3
Center,52,CrackOtolith,Marty,10
Center,58,CrackOtolith,Marty,19
Center,59,CrackOtolith,Marty,12
Center,113,CrackOtolith,Marty,5
Center,131,CrackOtolith,Marty,5
Silver,13,CrackOtolith,Marty,8
Silver,14,CrackOtolith,Marty,6
Silver,15,CrackOtolith,Marty,12
Silver,25,CrackOtolith,Marty,15
Silver,101,CrackOtolith,Marty,5
Silver,121,CrackOtolith,Marty,6
Silver,137,CrackOtolith,Marty,5
Silver,140,CrackOtolith,Marty,14
Silver,141,CrackOtolith,Marty,4
Silver,142,CrackOtolith,Marty,5
